,mean,sd,q05,q95,threshold,probability,FDR
LGALS16,0.0475461,0.3908971,-0.5698556482791901,0.692397454380989,1,0.015,0.6845448087027307
LDHB,0.2658525,0.34142947,-0.2753790110349655,0.8453611165285109,1,0.015,0.6845448087027307
POLR1A,-0.016784057,0.41235834,-0.657403540611267,0.7070384085178365,1,0.015,0.6845448087027307
COL6A3,-0.15527365,0.38792706,-0.7418735265731812,0.49999450445175114,1,0.015,0.6845448087027307
IMMP1L,0.053291682,0.38321382,-0.564970949292183,0.6485990524291992,1,0.015,0.6845448087027307
LEMD3,-0.23286839,0.38798308,-0.8193775057792664,0.4537592619657516,1,0.015,0.6845448087027307
TMEM121,0.37747756,0.30563048,-0.11652197204530236,0.8792698383331295,1,0.015,0.6845448087027307
"CST4,CST2,CST1",-0.13799877,0.40693665,-0.7344433069229126,0.5891002058982849,1,0.015,0.6845448087027307
RAB23,0.43434408,0.25690275,0.008199734985828405,0.8345025569200515,1,0.015,0.6845448087027307
TECTB,-0.107330136,0.41596583,-0.746575465798378,0.6092960178852079,1,0.015,0.6845448087027307
RHO,-0.3230333,0.34117407,-0.8483893901109696,0.24670175909996,1,0.015,0.6845448087027307
STRN4,0.15400527,0.3793853,-0.4378415197134018,0.7587847977876662,1,0.015,0.6845448087027307
DEFB110,0.4875812,0.23304121,0.10214327350258828,0.8585097670555114,1,0.015,0.6845448087027307
CYP17A1,0.24872087,0.3402565,-0.3109244748950004,0.8253171384334561,1,0.015,0.6845448087027307
IFNW1,-0.22251901,0.40567216,-0.8379221946001053,0.5009873837232588,1,0.015,0.6845448087027307
KRTAP1-1,-0.04021981,0.43412554,-0.7345318555831909,0.7217395365238185,1,0.015,0.6845448087027307
CCL7,-0.22746821,0.39073306,-0.8279638022184371,0.4535674840211867,1,0.015,0.6845448087027307
FBLN2,-0.40304404,0.29409036,-0.8613311916589736,0.0931330420076846,1,0.015,0.6845448087027307
C1QTNF8,0.22549154,0.35063678,-0.33337582349777223,0.8452911287546158,1,0.015,0.6845448087027307
SLC39A10,0.08390462,0.4132476,-0.584470695257187,0.7936582624912261,1,0.015,0.6845448087027307
"SSX7,SSX5",0.5062885,0.21255451,0.1763202361762524,0.8739778906106948,1,0.015,0.6845448087027307
IGF2BP1,-0.10970041,0.41269103,-0.7677669227123259,0.5928969383239745,1,0.015,0.6845448087027307
FSTL5,0.318609,0.3065864,-0.18536348715424536,0.828601557016372,1,0.015,0.6845448087027307
TPP2,0.22239299,0.3334464,-0.2962103635072708,0.8062669813632964,1,0.015,0.6845448087027307
"WDR55,LOC100996745,DND1",-0.02749834,0.39586273,-0.6359120905399323,0.6827130258083344,1,0.015,0.6845448087027307
C20orf27,0.4178017,0.2754614,-0.049191746115684505,0.8667172759771345,1,0.015,0.6845448087027307
PPM1J,-0.13025919,0.4259324,-0.771533265709877,0.6047487139701837,1,0.015,0.6845448087027307
"LRFN5,LOC105370469",-0.17175467,0.38570663,-0.7850472033023834,0.4786870211362838,1,0.015,0.6845448087027307
R3HCC1,-0.14873493,0.41049543,-0.7637862175703048,0.5602784782648084,1,0.015,0.6845448087027307
AIP,-0.10807485,0.4161693,-0.7260718077421188,0.6185505002737042,1,0.015,0.6845448087027307
SPATA7,0.2612246,0.335491,-0.28180122673511504,0.8303194403648376,1,0.015,0.6845448087027307
DHRS7C,-0.25909236,0.38404712,-0.8379883170127869,0.40452299118041957,1,0.015,0.6845448087027307
FXYD1,-0.21171531,0.3709482,-0.7966810822486877,0.42079985141754106,1,0.015,0.6845448087027307
MTMR6,-0.21869671,0.3821089,-0.8234650254249573,0.4089204281568522,1,0.015,0.6845448087027307
SPATA5L1,0.048380993,0.39026,-0.567987322807312,0.7283593446016309,1,0.015,0.6845448087027307
AJAP1,0.005700538,0.41387147,-0.6496183097362519,0.7035070329904555,1,0.015,0.6845448087027307
EPM2AIP1,-0.15810144,0.40918237,-0.7694532811641693,0.5577300429344176,1,0.015,0.6845448087027307
NTMT1,-0.120271906,0.38154525,-0.707341194152832,0.528577426075935,1,0.015,0.6845448087027307
SCLY,-0.023741415,0.40367648,-0.6435040354728698,0.6673787772655486,1,0.015,0.6845448087027307
PNPLA1,0.010168322,0.40682545,-0.6407122790813446,0.7071188271045684,1,0.015,0.6845448087027307
RSPH1,0.0740175,0.4033188,-0.5512542456388473,0.7675527483224868,1,0.015,0.6845448087027307
TMEM150B,-0.07501775,0.43390384,-0.7284621477127075,0.7019732773303985,1,0.015,0.6845448087027307
ROR2,-0.038223542,0.41875905,-0.6854318857192994,0.700815677642822,1,0.015,0.6845448087027307
"KIR2DS5,KIR2DL2,LOC112267881,KIR2DL3,KIR3DL2,KIR2DS3,KIR2DS1,KIR2DL1,KIR2DS4,LOC102725023",-0.12928446,0.3982052,-0.7489439129829407,0.5569789052009582,1,0.015,0.6845448087027307
MED30,0.049889874,0.40398398,-0.5785192787647248,0.7266213923692697,1,0.015,0.6845448087027307
XG,-0.29021356,0.3818287,-0.8656177252531051,0.38051074445247635,1,0.015,0.6845448087027307
GVQW2,0.2526417,0.3291387,-0.27112707197666164,0.7874363005161286,1,0.015,0.6845448087027307
ATP6V0A2,0.16322379,0.37709114,-0.42216328680515286,0.8272125631570815,1,0.015,0.6845448087027307
SIDT1,-0.42264596,0.29932374,-0.9062838912010193,0.0860275655984875,1,0.015,0.6845448087027307
OR10D3,-0.010958767,0.4031274,-0.6414118260145187,0.6837948799133299,1,0.015,0.6845448087027307
EIF4EBP1,-0.13064378,0.395299,-0.7177241921424866,0.5914007306098937,1,0.015,0.6845448087027307
FADD,-0.10041883,0.4449585,-0.8000780344009399,0.6756511390209193,1,0.015,0.6845448087027307
ZCRB1,-0.18614258,0.37506232,-0.7664341747760772,0.47366379499435385,1,0.015,0.6845448087027307
CEBPD,-0.13132007,0.38564023,-0.6693287491798401,0.5453946471214292,1,0.015,0.6845448087027307
PPBP,-0.3580329,0.32069474,-0.8701331108808518,0.21491575166583055,1,0.015,0.6845448087027307
CCDC182,0.3705127,0.28671992,-0.08984412848949432,0.8513173788785934,1,0.015,0.6845448087027307
AARD,0.36868587,0.30008715,-0.1245293319225311,0.8654930979013442,1,0.015,0.6845448087027307
MYPOP,0.07957327,0.38873225,-0.5341540187597275,0.7350796014070504,1,0.015,0.6845448087027307
ELOVL7,-0.14098197,0.41465712,-0.7702170938253403,0.594761961698532,1,0.015,0.6845448087027307
PLA2G2A,-0.2322719,0.3853467,-0.8293353110551834,0.4210302889347072,1,0.015,0.6845448087027307
PPP1R3E,-0.20174524,0.4051164,-0.8467079520225526,0.4838489115238187,1,0.015,0.6845448087027307
JCHAIN,-0.060497843,0.41351262,-0.6628705531358718,0.6736209243535988,1,0.015,0.6845448087027307
MED17,-0.13536441,0.38847977,-0.735234260559082,0.5359617233276367,1,0.015,0.6845448087027307
TBX4,0.23140734,0.3391931,-0.3125967144966125,0.803533038496971,1,0.015,0.6845448087027307
ROBO2,-0.1353727,0.3958436,-0.7291191816329956,0.5555968880653379,1,0.015,0.6845448087027307
P4HA2,0.23328224,0.37175518,-0.3939239099621773,0.8499188423156738,1,0.015,0.6845448087027307
"ROPN1,ROPN1B",0.14144875,0.3404664,-0.3984536901116371,0.6988738119602204,1,0.015,0.6845448087027307
TLX3,-0.13748272,0.40815377,-0.7733026832342148,0.5580104172229767,1,0.015,0.6845448087027307
RBM22,0.28559804,0.30900064,-0.22183427214622495,0.8117403358221054,1,0.015,0.6845448087027307
ANKRD28,-0.05532006,0.4182056,-0.704768106341362,0.6531293004751205,1,0.015,0.6845448087027307
DCDC2C,0.017186435,0.3976911,-0.6150018185377121,0.6791994482278823,1,0.015,0.6845448087027307
SLC10A5,0.20934771,0.34210777,-0.34543825685977936,0.808981347084045,1,0.015,0.6845448087027307
CCDC88B,-0.0077323397,0.42456633,-0.6634454846382142,0.7302045583724974,1,0.015,0.6845448087027307
PATE4,-0.025776513,0.42738378,-0.6705807030200959,0.715792462229728,1,0.015,0.6845448087027307
CCDC177,0.09739797,0.40625674,-0.5638735711574554,0.8229974240064619,1,0.015,0.6845448087027307
TRANK1,0.086990826,0.39768514,-0.5661827385425569,0.7866742581129073,1,0.015,0.6845448087027307
ZNF454,0.053330842,0.3940727,-0.5544770032167434,0.7657528489828108,1,0.015,0.6845448087027307
HAAO,-0.45461538,0.26394278,-0.8362516105175019,0.006496185064315735,1,0.015,0.6845448087027307
GXYLT1,0.42087668,0.2700644,-0.02079169861972331,0.8656417071819305,1,0.015,0.6845448087027307
ADGRF2,-0.19486848,0.41454715,-0.817503708600998,0.5010998666286465,1,0.015,0.6845448087027307
RCSD1,0.098069064,0.38343534,-0.4993415653705597,0.7505406647920608,1,0.015,0.6845448087027307
UTP25,0.3656726,0.27217615,-0.046879365295171734,0.8345061779022216,1,0.015,0.6845448087027307
NABP2,-0.17769442,0.36757743,-0.723794287443161,0.4458332046866413,1,0.015,0.6845448087027307
ZNF92,-0.059902817,0.41759735,-0.7052661746740342,0.6681750148534773,1,0.015,0.6845448087027307
ZSCAN16,-0.31362024,0.33653516,-0.8593475490808486,0.25203746855258896,1,0.015,0.6845448087027307
KCNK1,0.15926634,0.3682307,-0.4254158616065979,0.8076377749443052,1,0.015,0.6845448087027307
DCAF4,-0.20413029,0.4128626,-0.864772281050682,0.5064463704824448,1,0.015,0.6845448087027307
PEX6,0.38141465,0.28969914,-0.0943457379937172,0.8735326081514357,1,0.015,0.6845448087027307
SIKE1,0.42469838,0.2699922,-0.035224392265081395,0.8712012529373168,1,0.015,0.6845448087027307
HSD11B2,0.005485167,0.40392357,-0.6200075328350066,0.7004632920026779,1,0.015,0.6845448087027307
VASH2,0.11609964,0.39602444,-0.49691838324069976,0.7852397024631498,1,0.015,0.6845448087027307
DRC3,0.10116054,0.37596062,-0.4820117563009262,0.7599125653505323,1,0.015,0.6845448087027307
CMTM8,0.41453296,0.261922,0.0011080384254455577,0.8501773327589034,1,0.015,0.6845448087027307
YES1,0.2811325,0.32423997,-0.27271587401628494,0.8248001962900157,1,0.015,0.6845448087027307
RIPPLY1,-0.19925234,0.38738653,-0.7777347654104233,0.47658827006816856,1,0.015,0.6845448087027307
TMPRSS3,0.14821161,0.35688943,-0.39234972149133684,0.75186493396759,1,0.015,0.6845448087027307
RELN,0.20030534,0.36556166,-0.3857921868562698,0.8391371935606002,1,0.015,0.6845448087027307
P2RX7,-0.15787762,0.4054127,-0.79313725233078,0.5352659583091733,1,0.015,0.6845448087027307
KCNN2,-0.021532621,0.39741406,-0.6727984428405761,0.6379586905241011,1,0.015,0.6845448087027307
"CELF5,LOC105372244",-0.12732725,0.3784806,-0.7284499168395996,0.564714455604553,1,0.015,0.6845448087027307
MYL10,0.12024403,0.37051788,-0.48200097382068635,0.7528451651334762,1,0.015,0.6845448087027307
GJD3,-0.21395794,0.37772045,-0.8077058404684067,0.4229151666164398,1,0.015,0.6845448087027307
HORMAD2,-0.33718243,0.34353536,-0.875016364455223,0.23348823785781825,1,0.015,0.6845448087027307
ABCB10,0.22280282,0.3397348,-0.32690589278936383,0.7806775897741317,1,0.015,0.6845448087027307
"ADGRE2,ADGRE3",0.18732785,0.353808,-0.3734111338853836,0.7668092012405394,1,0.015,0.6845448087027307
CCL21,-0.31110525,0.37095496,-0.862379589676857,0.31506478786468445,1,0.015,0.6845448087027307
TFR2,0.12891398,0.38322422,-0.4612938642501831,0.782060784101486,1,0.015,0.6845448087027307
ATP1B4,-0.09414661,0.41774768,-0.7092634230852127,0.647480285167694,1,0.015,0.6845448087027307
ZCCHC9,-0.114292555,0.39888853,-0.7274102509021759,0.5416883319616314,1,0.015,0.6845448087027307
"TRIM49C,TRIM49",-0.3041871,0.35207736,-0.8299220621585847,0.30849603712558743,1,0.014,0.688507558606587
IGFL4,0.06899728,0.39353237,-0.5452691197395325,0.7463093042373654,1,0.014,0.688507558606587
PPP1R14A,-0.3200573,0.34084335,-0.850844457745552,0.2946152850985526,1,0.014,0.688507558606587
ANKRD11,0.20596178,0.35474163,-0.36060205250978467,0.7887380719184874,1,0.014,0.688507558606587
NPY5R,0.089265145,0.36852768,-0.4739215403795242,0.7157978713512416,1,0.014,0.688507558606587
LRMDA,-0.12193176,0.39761317,-0.732352900505066,0.5617001771926876,1,0.014,0.688507558606587
FAM220A,-0.14019285,0.4065287,-0.8078990906476975,0.5349615663290023,1,0.014,0.688507558606587
DMPK,-0.36571264,0.2922177,-0.8193886339664459,0.13290471658110609,1,0.014,0.688507558606587
ZNF560,-0.41560647,0.29663903,-0.8803121954202652,0.06722623407840715,1,0.014,0.688507558606587
PLK1,-0.18380965,0.38749135,-0.7824900150299072,0.5084667205810544,1,0.014,0.688507558606587
EPAS1,0.15857087,0.38445753,-0.5023551106452941,0.7756490468978882,1,0.014,0.688507558606587
FAT2,-0.09974402,0.4016862,-0.7019975304603576,0.6336887776851651,1,0.014,0.688507558606587
GRID2,-0.046935257,0.4018295,-0.6493646264076233,0.6419639468193051,1,0.014,0.688507558606587
HCG22,-0.3395591,0.33189422,-0.8431785941123963,0.2179182171821594,1,0.014,0.688507558606587
COL1A1,-0.146839,0.41149724,-0.8059827953577041,0.5681406199932098,1,0.014,0.688507558606587
"B3GALT4,WDR46",0.05666448,0.3850997,-0.5579870671033859,0.6975961178541181,1,0.014,0.688507558606587
PATZ1,-0.23746847,0.38223183,-0.8260545253753662,0.4229512989521024,1,0.014,0.688507558606587
ARAP1,-0.09816202,0.42849192,-0.7752092748880386,0.6524637520313262,1,0.014,0.688507558606587
SEMA3C,-0.124947496,0.3863018,-0.7219093561172485,0.5492730498313898,1,0.014,0.688507558606587
R3HDML,0.3688826,0.2938381,-0.1084040343761444,0.8551079660654066,1,0.014,0.688507558606587
EFNA1,0.17286359,0.37824738,-0.4587257981300354,0.812197783589363,1,0.014,0.688507558606587
PNMA8A,0.40364918,0.2503515,0.018070451915264147,0.8130684256553649,1,0.014,0.688507558606587
OR1D2,0.043297593,0.37178907,-0.5336482912302017,0.6609535068273541,1,0.014,0.688507558606587
MCHR1,-0.32626417,0.34728727,-0.8445578694343567,0.2747373357415198,1,0.014,0.688507558606587
PRSS21,-0.120554075,0.38712934,-0.7110882997512817,0.5642791986465453,1,0.014,0.688507558606587
GNPTAB,0.62509406,0.17732452,0.3385756641626358,0.92601358294487,1,0.014,0.688507558606587
SMG9,0.27267948,0.31084624,-0.23141208291053772,0.8105662405490875,1,0.014,0.688507558606587
SSX3,-0.36644685,0.321556,-0.8716042429208756,0.22258292138576502,1,0.014,0.688507558606587
CFAP100,0.46351773,0.24189712,0.07329536974430084,0.865550234913826,1,0.014,0.688507558606587
SLC24A5,-0.23171087,0.3818494,-0.8169169813394546,0.4634510368108743,1,0.014,0.688507558606587
CELF1,0.028601946,0.39236835,-0.5714255720376968,0.6965623289346693,1,0.014,0.688507558606587
MS4A8,-0.2827519,0.33581713,-0.8002033501863479,0.29026381075382224,1,0.014,0.688507558606587
VMAC,0.08995144,0.37642446,-0.5119240999221801,0.6951978772878646,1,0.014,0.688507558606587
VSTM5,0.13168056,0.35512683,-0.4346268802881241,0.7099338412284848,1,0.014,0.688507558606587
AGRP,-0.11861423,0.3842723,-0.7121123850345612,0.5292488217353818,1,0.014,0.688507558606587
KRTAP12-4,-0.2291357,0.38884142,-0.819511792063713,0.3983560800552367,1,0.014,0.688507558606587
TPO,-0.023584027,0.43543354,-0.6904150545597076,0.7624090492725372,1,0.014,0.688507558606587
DISP2,-0.18502702,0.40590748,-0.7771185904741287,0.568788146972656,1,0.014,0.688507558606587
MRM2,0.014783021,0.39077684,-0.5719808459281922,0.6699990361928938,1,0.014,0.688507558606587
IQCF3,-0.31868368,0.33008292,-0.8315230816602707,0.25345363020896894,1,0.014,0.688507558606587
NLRP8,-0.01580132,0.40402356,-0.6208372950553894,0.6788179010152815,1,0.014,0.688507558606587
INPP4B,0.21483535,0.33814096,-0.3053702488541603,0.7887242555618282,1,0.014,0.688507558606587
PRSS38,0.29711646,0.3111532,-0.2062722772359848,0.8338784694671628,1,0.014,0.688507558606587
RNF115,-0.12659565,0.37558037,-0.6950942158699036,0.518914711475372,1,0.014,0.688507558606587
CSKMT,-0.23619899,0.38880873,-0.8465968936681747,0.44253699183464024,1,0.014,0.688507558606587
STK3,0.21413997,0.3639141,-0.37138057947158815,0.8529225558042526,1,0.014,0.688507558606587
RPF2,0.10730036,0.37038556,-0.47330043762922286,0.7461804211139679,1,0.014,0.688507558606587
OR2AG2,-0.2963828,0.36032128,-0.8261235654354095,0.3394198298454277,1,0.014,0.688507558606587
C4orf36,0.3035965,0.316095,-0.19758024662733079,0.8298801451921463,1,0.014,0.688507558606587
MPP1,-0.33567223,0.3448651,-0.8639107704162599,0.2724696725606916,1,0.014,0.688507558606587
EPPK1,0.34075823,0.31060952,-0.16642325222492216,0.8523623675107955,1,0.014,0.688507558606587
IL20,0.3716735,0.29472834,-0.12472613155841826,0.8342747956514358,1,0.014,0.688507558606587
GAA,0.26468387,0.33845764,-0.28606152534484863,0.8207773387432097,1,0.014,0.688507558606587
EDDM3A,-0.13403827,0.38765362,-0.7242132067680359,0.5852645635604855,1,0.014,0.688507558606587
NRIP3,-0.12291081,0.39757034,-0.720466923713684,0.5625124931335447,1,0.014,0.688507558606587
TMEM181,0.36423206,0.281736,-0.09756974652409553,0.8253353387117385,1,0.014,0.688507558606587
BTNL3,-0.07354854,0.38365477,-0.6390578985214234,0.6159887969493866,1,0.014,0.688507558606587
CA7,0.35992283,0.28130573,-0.10419969558715819,0.8126395642757416,1,0.014,0.688507558606587
SCML1,-0.07664413,0.4234908,-0.7308190315961838,0.6503402501344675,1,0.014,0.688507558606587
RAB36,0.5609717,0.19565973,0.2552297428250313,0.8946458280086517,1,0.014,0.688507558606587
COMMD4,-0.139734,0.39320177,-0.7104516148567199,0.5245995283126828,1,0.014,0.688507558606587
ABCC12,-0.38613316,0.3096415,-0.8674967914819718,0.15404721498489365,1,0.014,0.688507558606587
DNAJC12,0.041928466,0.40052906,-0.6110483646392821,0.6889032751321792,1,0.014,0.688507558606587
CST6,0.07450057,0.39024743,-0.5397044748067856,0.7417203962802886,1,0.014,0.688507558606587
EPHA6,-0.25628498,0.35816836,-0.8098772704601287,0.3667843103408812,1,0.014,0.688507558606587
GRHL1,0.4202412,0.24154307,0.02413761205971243,0.8249791622161863,1,0.014,0.688507558606587
NME7,-0.12352734,0.38517034,-0.7078528046607971,0.5472824096679687,1,0.014,0.688507558606587
TBL1XR1,0.17450868,0.3635734,-0.39558158069849014,0.7772753834724422,1,0.014,0.688507558606587
GADL1,0.008364825,0.38977987,-0.5847318828105927,0.643238395452499,1,0.014,0.688507558606587
ELAVL3,-0.12678514,0.3814464,-0.6829900622367859,0.5244303822517393,1,0.014,0.688507558606587
PHB,0.18174323,0.35836294,-0.3801691949367523,0.7904723614454269,1,0.014,0.688507558606587
HARS1,-0.081322305,0.3946175,-0.6944976419210434,0.5891295790672302,1,0.014,0.688507558606587
GNG8,-0.013731276,0.415595,-0.6561746567487717,0.7081715583801269,1,0.014,0.688507558606587
LIN54,0.32949853,0.28811416,-0.12470515631139278,0.7952896922826765,1,0.014,0.688507558606587
HIKESHI,0.39317775,0.25730744,-0.004677665606141084,0.8225986719131467,1,0.014,0.688507558606587
HNF4A,-0.041344307,0.40744725,-0.6732461661100387,0.6537940442562103,1,0.014,0.688507558606587
LIF,-0.14757533,0.38402745,-0.746966814994812,0.5154039263725279,1,0.014,0.688507558606587
TREM1,-0.18199492,0.38585496,-0.785254043340683,0.45944367647170964,1,0.014,0.688507558606587
SCIN,-0.34901196,0.3383628,-0.8791406989097595,0.2500845909118648,1,0.014,0.688507558606587
OR52E8,0.12409056,0.3931573,-0.505210456252098,0.7731407731771457,1,0.014,0.688507558606587
KSR2,0.3594401,0.2932421,-0.10953135043382645,0.8536611735820769,1,0.014,0.688507558606587
EREG,-0.1018691,0.38458994,-0.7003630638122559,0.5255899429321278,1,0.014,0.688507558606587
"RXYLT1-AS1,RXYLT1",0.41588417,0.24959232,0.028517347574234013,0.8210582256317135,1,0.014,0.688507558606587
IRF2BPL,0.24551468,0.35315588,-0.2977693289518356,0.8406623303890227,1,0.014,0.688507558606587
SOCS7,0.37509263,0.27067268,-0.057186546921730044,0.8395858407020567,1,0.014,0.688507558606587
PTRHD1,0.253433,0.34474173,-0.3005441382527351,0.8341802209615707,1,0.014,0.688507558606587
GPNMB,0.4283654,0.2524588,0.027714548446238045,0.8374005436897277,1,0.014,0.688507558606587
LZTR1,-0.123873495,0.37959918,-0.6886171698570251,0.5401873230934141,1,0.014,0.688507558606587
RASSF8,0.5483454,0.20486242,0.21394520699977876,0.8959827095270156,1,0.014,0.688507558606587
CHMP3,0.19402738,0.33520484,-0.35066758543252946,0.7635008096694946,1,0.014,0.688507558606587
MAPK15,0.11050527,0.36719725,-0.43687544167041775,0.6942164093255997,1,0.014,0.688507558606587
