,mean,sd,q05,q95,threshold,probability,FDR
ZFP37,-0.20357151,0.49295276,-0.9459365427494049,0.6603789240121841,1,0.049,0.5844303544683006
OR4C46,-0.45880207,0.35036862,-0.9975096970796584,0.14544947445392575,1,0.049,0.5844303544683006
ADRM1,0.48422667,0.30953425,-0.022154431790113418,0.9897453784942625,1,0.049,0.5844303544683006
"DEFB130B,DEFB130A",-0.31335685,0.45053348,-0.9902264416217804,0.4966699451208109,1,0.049,0.5844303544683006
ITGA2,0.43638262,0.33288908,-0.09015759453177452,0.9939414739608763,1,0.049,0.5844303544683006
ITGA3,0.26781452,0.41788396,-0.38380334079265593,0.9987869411706924,1,0.049,0.5844303544683006
BPIFB4,-0.40828606,0.38547492,-0.9967903316020966,0.2797824442386625,1,0.049,0.5844303544683006
DMAC1,0.5190906,0.28924933,0.04194241147488356,0.9974146097898483,1,0.049,0.5844303544683006
SEC22B,0.46689764,0.31619316,-0.042545502260327335,0.9935539424419401,1,0.049,0.5844303544683006
NUP93,0.6412094,0.2241717,0.2795187056064606,0.9971798926591873,1,0.049,0.5844303544683006
ZNF596,0.1955921,0.44749913,-0.5307861685752868,0.9846217572689054,1,0.049,0.5844303544683006
CLRN2,-0.5240147,0.31009504,-0.9976263880729676,0.0007508099079131999,1,0.049,0.5844303544683006
COMMD9,-0.25436732,0.44679567,-0.9343450456857681,0.5501959323883056,1,0.049,0.5844303544683006
P3H1,0.07536108,0.4881528,-0.6886016756296158,0.9726714134216304,1,0.049,0.5844303544683006
KLRF1,-0.45875558,0.34895906,-0.9952208131551743,0.14549933969974504,1,0.049,0.5844303544683006
LILRA5,-0.18225087,0.48432758,-0.9039084583520889,0.6998703688383102,1,0.049,0.5844303544683006
TRH,0.33553213,0.38427895,-0.2653802841901779,0.9970681697130201,1,0.049,0.5844303544683006
EARS2,0.49313655,0.3194204,-0.037269580364227284,0.9978495955467223,1,0.049,0.5844303544683006
MAFG,0.49171618,0.31659484,-0.03220533728599548,0.9971844106912612,1,0.049,0.5844303544683006
TMEM272,-0.40772226,0.40277568,-0.9923736482858658,0.3089829728007316,1,0.049,0.5844303544683006
ST3GAL2,-0.2829302,0.44069028,-0.960111191868782,0.5134696662425994,1,0.049,0.5844303544683006
ANXA4,0.40084487,0.34980628,-0.1757679015398025,0.9969629079103469,1,0.049,0.5844303544683006
TBX22,0.38432783,0.3538162,-0.22177925407886506,0.9909539729356763,1,0.049,0.5844303544683006
MMP12,0.3729502,0.3606521,-0.18962540328502653,0.9900939434766767,1,0.049,0.5844303544683006
PON1,0.2434448,0.42547956,-0.43101872503757477,0.9955829203128814,1,0.049,0.5844303544683006
PHKG2,-0.18958345,0.46716493,-0.9095335483551025,0.6285307228565216,1,0.049,0.5844303544683006
MYH13,0.35923642,0.39583886,-0.311458146572113,0.9853787720203395,1,0.049,0.5844303544683006
"TUBB8B,TUBB8,TUBB8P12",-0.066568956,0.49071696,-0.7716605573892593,0.8186257541179656,1,0.049,0.5844303544683006
HPSE,0.16704392,0.47550413,-0.5684533089399337,0.9697932571172713,1,0.049,0.5844303544683006
MOB1A,-0.09653999,0.5171494,-0.9091800063848495,0.8047104150056836,1,0.049,0.5844303544683006
RNF150,-0.22962704,0.48333064,-0.9630863249301911,0.6249481737613674,1,0.049,0.5844303544683006
PORCN,-0.41988638,0.38575795,-0.9958320081233978,0.27792868912219976,1,0.049,0.5844303544683006
IFITM5,0.47184297,0.3051042,-0.012686932086944559,0.9995289236307144,1,0.049,0.5844303544683006
ZNF200,-0.49122941,0.34177688,-0.9956521362066268,0.1425008744001388,1,0.049,0.5844303544683006
ACOT8,-0.2174994,0.47337574,-0.9286029309034347,0.6294584184885025,1,0.049,0.5844303544683006
HENMT1,-0.28069946,0.4549526,-0.9815276563167572,0.5584093540906904,1,0.049,0.5844303544683006
STK17B,0.6011875,0.2441867,0.18910306170582772,0.995661637187004,1,0.049,0.5844303544683006
RNASE9,-0.48033002,0.33552042,-0.9947387516498566,0.09504892230033846,1,0.049,0.5844303544683006
SYTL1,0.3829808,0.35177395,-0.16642337441444396,0.9831659972667688,1,0.049,0.5844303544683006
AKIP1,0.31080776,0.3993482,-0.32472674548625946,0.9972825527191161,1,0.049,0.5844303544683006
MRPL58,0.5409387,0.28357512,0.07371595501899719,0.9948740333318709,1,0.049,0.5844303544683006
MYOC,0.26826212,0.41482586,-0.4042208790779113,0.9923379629850386,1,0.049,0.5844303544683006
GP1BA,0.32390103,0.38879064,-0.27727603614330293,0.9928884983062743,1,0.049,0.5844303544683006
GPR157,0.1467534,0.48809803,-0.5913352787494659,0.980708622932434,1,0.049,0.5844303544683006
"ARHGAP11A-SCG5,SCG5",0.4279281,0.34058127,-0.12585291117429734,0.9985282212495803,1,0.049,0.5844303544683006
ST6GAL1,0.231422,0.45672968,-0.48077905178070063,0.9791632473468779,1,0.049,0.5844303544683006
GPD1,-0.37426162,0.42264,-0.9972592025995254,0.36809390783309903,1,0.049,0.5844303544683006
ORAI2,0.26037896,0.43557787,-0.41088624894618986,0.9839260250329965,1,0.048,0.5869454581515314
MMP11,-0.20627128,0.4849982,-0.9674842059612274,0.6837397933006285,1,0.048,0.5869454581515314
GBP1,-0.44901443,0.34869474,-0.9950267493724823,0.1551249235868453,1,0.048,0.5869454581515314
"CUZD1,FAM24B-CUZD1",0.40107304,0.34791785,-0.16093978583812713,0.9901694774627685,1,0.048,0.5869454581515314
BNIP2,0.32668737,0.4088512,-0.32883009910583494,0.9922405749559402,1,0.048,0.5869454581515314
RPL23A,0.1404179,0.49481332,-0.6307927310466767,0.972852286696434,1,0.048,0.5869454581515314
CHRNB4,0.10623547,0.5056146,-0.7175775080919266,0.949165481328964,1,0.048,0.5869454581515314
TMEM221,0.33164513,0.38740057,-0.2930961742997169,0.9837225645780563,1,0.048,0.5869454581515314
ALLC,-0.36032534,0.39961073,-0.965647304058075,0.33941082358360275,1,0.048,0.5869454581515314
HYAL4,0.24540277,0.44074798,-0.45402913093566893,0.9819575309753418,1,0.048,0.5869454581515314
RAD9B,-0.44517192,0.3717335,-0.9958729147911072,0.17252846658229806,1,0.048,0.5869454581515314
MTERF4,0.6006434,0.23720941,0.2361993208527565,0.9935966312885284,1,0.048,0.5869454581515314
STEAP2,0.38305718,0.35986325,-0.17669397592544556,0.9772059857845301,1,0.048,0.5869454581515314
ZNF549,0.029943902,0.5037783,-0.7469819694757461,0.8647494435310361,1,0.048,0.5869454581515314
GOLT1B,-0.27757272,0.45224577,-0.9687424033880234,0.5031416028738018,1,0.048,0.5869454581515314
GCH1,0.23462674,0.46683198,-0.5133497804403305,0.979173621535301,1,0.048,0.5869454581515314
ZBBX,0.41744784,0.33223793,-0.10102739632129668,0.9853605002164839,1,0.048,0.5869454581515314
HOXC10,0.37257752,0.37718195,-0.26757261753082273,0.9925689637660979,1,0.048,0.5869454581515314
KRTAP5-9,0.20365329,0.45833328,-0.5370674759149551,0.9871443599462508,1,0.048,0.5869454581515314
SMAD5,-0.11240733,0.5064303,-0.9048548191785812,0.7706100612878787,1,0.048,0.5869454581515314
WDR38,0.46701923,0.31497756,-0.02502454966306686,0.9939588099718093,1,0.048,0.5869454581515314
RARS2,0.16209899,0.4841998,-0.5660241812467575,0.9712437331676483,1,0.048,0.5869454581515314
IGFL2,0.37499863,0.3592979,-0.18031277060508727,0.9845774471759796,1,0.048,0.5869454581515314
HSD17B8,-0.25132403,0.45778152,-0.9589687764644622,0.5289452403783796,1,0.048,0.5869454581515314
XKR8,0.38569376,0.37095672,-0.19211752414703367,0.9930791229009628,1,0.048,0.5869454581515314
MAPK6,-0.22873601,0.43959826,-0.9513143539428711,0.48364915549755066,1,0.048,0.5869454581515314
ZC3H12C,0.15429856,0.48471764,-0.5957460492849349,0.9642979472875594,1,0.048,0.5869454581515314
NEBL,0.49117267,0.30560017,0.009600903093814872,0.9890493541955946,1,0.048,0.5869454581515314
CHRNA3,0.416876,0.33291522,-0.11734282374382018,0.9908632814884184,1,0.048,0.5869454581515314
EBAG9,0.2511223,0.4334512,-0.47980002462863924,0.9869197577238078,1,0.048,0.5869454581515314
MAGEA12,0.3168641,0.39380032,-0.31308758556842803,0.9949879080057145,1,0.048,0.5869454581515314
"KIR2DS5,LOC112268354,KIR3DS1,KIR2DL2,KIR2DL4,KIR2DL3,LOC112268355,KIR3DL1,KIR3DL3,KIR3DL2,KIR2DL5A,KIR2DS4,KIR2DS1,KIR2DL1,LOC107987438,KIR2DL5B",-0.37228796,0.40702453,-0.9849866628646851,0.32172132879495613,1,0.048,0.5869454581515314
CCDC153,0.17637362,0.4705564,-0.5511455416679382,0.9859444916248318,1,0.048,0.5869454581515314
TEX28,0.29540133,0.42664716,-0.38310856521129605,0.9945306986570358,1,0.048,0.5869454581515314
OLR1,-0.2863712,0.44069636,-0.97306569814682,0.5057867497205732,1,0.048,0.5869454581515314
NEK8,0.26956716,0.4319605,-0.4321401983499527,0.972113579511642,1,0.048,0.5869454581515314
PHF13,0.19373368,0.46744078,-0.5424240738153457,0.9725242108106611,1,0.048,0.5869454581515314
KCND3,-0.09011211,0.515119,-0.8484615921974181,0.8222820520401,1,0.048,0.5869454581515314
TNNC2,0.29543015,0.40288904,-0.33097330927848817,0.9818012684583663,1,0.048,0.5869454581515314
TMEM203,0.4806452,0.3198418,-0.02534625455737114,0.9958304584026336,1,0.048,0.5869454581515314
CLDN2,0.3408716,0.36926028,-0.25104397237300874,0.9917281866073608,1,0.048,0.5869454581515314
PDPR,0.082490414,0.499304,-0.6905022501945495,0.9336844742298126,1,0.048,0.5869454581515314
GNG13,0.4891012,0.29303914,0.013893915712833407,0.995862865447998,1,0.048,0.5869454581515314
TGM5,0.26544845,0.4296148,-0.4187935471534729,0.9898678898811339,1,0.048,0.5869454581515314
S100P,0.288441,0.42116785,-0.4054604351520538,0.9950991302728652,1,0.048,0.5869454581515314
TSPAN15,0.38214612,0.3664319,-0.1997341513633728,0.9847624391317366,1,0.048,0.5869454581515314
PTCRA,0.34101802,0.37785077,-0.26253392994403835,0.9964315623044967,1,0.048,0.5869454581515314
EVX2,0.3009301,0.42062536,-0.3925844848155975,0.9844234913587563,1,0.048,0.5869454581515314
KLHL31,0.17816484,0.459795,-0.5468933910131455,0.9484144717454908,1,0.048,0.5869454581515314
SGCD,-0.35983616,0.42316404,-0.9976755082607269,0.4046453833580016,1,0.048,0.5869454581515314
SUGP1,-0.03382111,0.51511014,-0.8151070773601532,0.846127778291702,1,0.048,0.5869454581515314
ZBED9,0.39595324,0.35840458,-0.19779120385646817,0.9954065650701521,1,0.048,0.5869454581515314
C19orf47,0.4633405,0.31322554,-0.04901588540524244,0.9878130584955211,1,0.048,0.5869454581515314
KIF20A,-0.68804556,0.19401863,-0.9967847257852553,-0.32695426493883156,1,0.048,0.5869454581515314
ACTRT2,-0.26243675,0.45709157,-0.9518167436122894,0.5601918756961821,1,0.048,0.5869454581515314
PSME2,-0.13319753,0.4991682,-0.9064244896173477,0.7353497713804245,1,0.048,0.5869454581515314
ZNF780B,-0.23005398,0.50206304,-0.9438854455947876,0.6585509598255145,1,0.048,0.5869454581515314
TMCC2,0.14950673,0.4720575,-0.5980259239673614,0.9362868785858155,1,0.048,0.5869454581515314
IPO4,0.22218332,0.4529888,-0.5003004729747772,0.9761457592248917,1,0.048,0.5869454581515314
KDM5D,-0.2773755,0.45156243,-0.9547555297613144,0.5229336380958551,1,0.048,0.5869454581515314
NYNRIN,0.41789788,0.33196753,-0.08828278221189975,0.9794173270463936,1,0.048,0.5869454581515314
TNKS2,0.29302385,0.4245585,-0.37875067442655563,0.9677032113075255,1,0.048,0.5869454581515314
IPO8,0.40061158,0.35147443,-0.16093613132834433,0.9955461025238036,1,0.048,0.5869454581515314
RNPEP,-0.33121338,0.44271192,-0.9767615497112274,0.41926675289869286,1,0.048,0.5869454581515314
SOS2,-0.20245486,0.48432785,-0.9427418291568755,0.6185005277395248,1,0.048,0.5869454581515314
AP1S3,-0.47809172,0.3370118,-0.9951236784458161,0.10277216136455525,1,0.048,0.5869454581515314
LY6G5B,0.4122545,0.34184125,-0.13253862708806988,0.9897635042667386,1,0.048,0.5869454581515314
OGFOD1,0.30514312,0.39474788,-0.3114402323961258,0.9799737155437468,1,0.048,0.5869454581515314
KDM1B,-0.30904615,0.43259522,-0.9702584624290467,0.4635470777750015,1,0.048,0.5869454581515314
PRM1,0.34890515,0.3756279,-0.25790134370326995,0.989610406756401,1,0.047,0.5896836614173281
GLRX2,0.23089394,0.41906813,-0.4232505083084106,0.9842377960681915,1,0.047,0.5896836614173281
PADI4,-0.4273851,0.37542558,-0.9890025973320008,0.24172077476978288,1,0.047,0.5896836614173281
KIF18A,-0.6377561,0.24244878,-0.992358547449112,-0.23109967410564433,1,0.047,0.5896836614173281
ZFPM1,0.14870118,0.4709106,-0.5604798018932343,0.9631218582391738,1,0.047,0.5896836614173281
TMCO4,-0.22037503,0.46891522,-0.9451394200325013,0.587022280693054,1,0.047,0.5896836614173281
VSIG10L,-0.40327197,0.37295783,-0.9694925099611282,0.2241557240486141,1,0.047,0.5896836614173281
ZNF746,0.19336966,0.44359997,-0.4918739095330238,0.9651452124118802,1,0.047,0.5896836614173281
PGRMC1,-0.14750756,0.48957667,-0.8862112075090408,0.6730646669864655,1,0.047,0.5896836614173281
OR2V2,0.1340739,0.47909477,-0.6369450449943542,0.9524365842342375,1,0.047,0.5896836614173281
WDR61,0.29768822,0.40603822,-0.31630538105964656,0.9933990031480788,1,0.047,0.5896836614173281
PRMT1,0.5619278,0.26894087,0.11917700320482255,0.9925917714834213,1,0.047,0.5896836614173281
PGS1,-0.16735525,0.49581555,-0.9279089331626892,0.6663744986057278,1,0.047,0.5896836614173281
WWOX,0.19843899,0.47251004,-0.571160763502121,0.9635031342506407,1,0.047,0.5896836614173281
MOBP,-0.32219514,0.45186752,-0.9755752056837083,0.5081746131181716,1,0.047,0.5896836614173281
MAD1L1,0.35448748,0.38953727,-0.28089177161455153,0.9905805557966231,1,0.047,0.5896836614173281
"TNFRSF6B,RTEL1-TNFRSF6B",-0.19278555,0.4886024,-0.8954858243465423,0.6284476697444916,1,0.047,0.5896836614173281
DPM2,0.63070756,0.196224,0.3305473670363426,0.975409698486328,1,0.047,0.5896836614173281
SCGB1A1,0.4300711,0.32312873,-0.11362109780311584,0.9950742214918137,1,0.047,0.5896836614173281
KCNIP3,0.46577305,0.3116696,-0.02560126408934593,0.9852152675390239,1,0.047,0.5896836614173281
TNFSF18,-0.39642388,0.4153918,-0.9974874556064606,0.35579682439565635,1,0.047,0.5896836614173281
SPRR2G,-0.47032282,0.36486715,-0.9909824967384339,0.15735222399234747,1,0.047,0.5896836614173281
"ZNF208,ZNF676",0.34575284,0.39724985,-0.2957188174128532,0.9863661020994186,1,0.047,0.5896836614173281
KMT2C,-0.17158483,0.49499175,-0.9414638161659241,0.7000973284244537,1,0.047,0.5896836614173281
FAM78A,-0.3714144,0.3980269,-0.9874956846237183,0.3273856669664382,1,0.047,0.5896836614173281
SLITRK4,0.21386324,0.4484942,-0.4850896492600441,0.9782871454954145,1,0.047,0.5896836614173281
TAS2R5,0.4911617,0.303623,0.0006304025650024511,0.9917462706565856,1,0.047,0.5896836614173281
KBTBD13,-0.47130698,0.365026,-0.9951715111732483,0.15960730016231517,1,0.047,0.5896836614173281
ABHD13,0.3670956,0.37979782,-0.24777785539627076,0.9888291001319882,1,0.047,0.5896836614173281
TTC9C,0.45478114,0.32746574,-0.06864149570465086,0.9955273270606995,1,0.047,0.5896836614173281
PATL2,-0.3132328,0.4381892,-0.9726727843284607,0.43682786822319025,1,0.047,0.5896836614173281
TVP23B,0.34445456,0.40497783,-0.3435934379696846,0.990514525771141,1,0.047,0.5896836614173281
VCPKMT,-0.33714065,0.43846184,-0.9683315247297286,0.4614056289196012,1,0.047,0.5896836614173281
KLK8,-0.35408947,0.41594085,-0.9783733695745468,0.360916471481323,1,0.047,0.5896836614173281
RUBCN,-0.24270445,0.47269323,-0.9637405514717101,0.5988953500986098,1,0.047,0.5896836614173281
TPRG1L,0.64890647,0.21201912,0.3084044024348259,0.9981200903654098,1,0.047,0.5896836614173281
SYCP3,-0.41148078,0.37560973,-0.9823292553424836,0.23364807069301585,1,0.047,0.5896836614173281
RASGRF2,0.3601377,0.38330418,-0.25482133924961087,0.9795632421970366,1,0.047,0.5896836614173281
TXNRD3,0.32056397,0.38803688,-0.3009681314229965,0.9680480927228922,1,0.047,0.5896836614173281
POLQ,-0.6191894,0.2582295,-0.998328647017479,-0.13710584416985516,1,0.047,0.5896836614173281
SOBP,0.59657484,0.24255797,0.2100423149764538,0.995643925666809,1,0.047,0.5896836614173281
PSIP1,-0.25441384,0.48093134,-0.9663754999637604,0.5922436296939849,1,0.047,0.5896836614173281
SAMD4A,0.36486673,0.3668875,-0.223689379543066,0.9718501448631284,1,0.047,0.5896836614173281
ZFP1,0.043104976,0.4974204,-0.714801961183548,0.9142320096492766,1,0.047,0.5896836614173281
CCDC86,-0.39993575,0.37816718,-0.9789703965187072,0.2517872899770733,1,0.047,0.5896836614173281
TMEM255A,-0.47148734,0.34168753,-0.9934989154338836,0.14372921139001835,1,0.047,0.5896836614173281
PRSS57,-0.010377511,0.5081638,-0.7864257901906967,0.8812009334564207,1,0.047,0.5896836614173281
NR5A2,0.23838024,0.4181048,-0.38820453286170964,0.9712620586156845,1,0.047,0.5896836614173281
FLACC1,-0.36243102,0.4253257,-0.9817214429378509,0.37196811735630037,1,0.047,0.5896836614173281
USB1,-0.29709962,0.4533861,-0.9573005467653274,0.49665067493915493,1,0.047,0.5896836614173281
ETV3L,-0.2807161,0.43526533,-0.9530010938644409,0.4769949212670319,1,0.047,0.5896836614173281
UROC1,0.19003004,0.45426494,-0.49818477034568787,0.9524174869060508,1,0.047,0.5896836614173281
ADPGK,0.15680026,0.45573297,-0.5838102906942367,0.9401574701070783,1,0.047,0.5896836614173281
LSG1,0.61293584,0.22818,0.23574870228767397,0.9903392702341078,1,0.047,0.5896836614173281
TRIB3,0.451008,0.3117552,-0.04517891593277454,0.9795224159955973,1,0.047,0.5896836614173281
C7orf26,0.43853837,0.32861626,-0.09955082982778549,0.9940213769674299,1,0.047,0.5896836614173281
ART4,0.33789596,0.38102317,-0.2948066085577011,0.9812071084976195,1,0.047,0.5896836614173281
DDX47,-0.076147854,0.50081766,-0.8447591394186019,0.7759069770574565,1,0.047,0.5896836614173281
PRPF8,0.17709784,0.45538163,-0.5240604072809218,0.9898604124784468,1,0.047,0.5896836614173281
C7orf31,0.21311194,0.45293778,-0.5224632292985916,0.9826531708240508,1,0.047,0.5896836614173281
ARHGAP44,0.1278004,0.47669944,-0.6380424559116363,0.9409027010202402,1,0.047,0.5896836614173281
SLC4A8,-0.44034052,0.36411232,-0.9972695350646973,0.22322948351502403,1,0.047,0.5896836614173281
AP3S2,0.17932428,0.45501822,-0.5157375425100326,0.9628657042980193,1,0.047,0.5896836614173281
ALG6,0.08738579,0.47741303,-0.6469897627830505,0.9437583208084104,1,0.047,0.5896836614173281
COQ8A,-0.5019264,0.32252082,-0.9963364005088806,0.0695890516042708,1,0.047,0.5896836614173281
ZNF618,0.0684523,0.49055398,-0.7268838942050935,0.9132928818464279,1,0.047,0.5896836614173281
DCAF12,-0.28021288,0.46284404,-0.9585741937160492,0.539417791366577,1,0.047,0.5896836614173281
RASAL2,0.62463987,0.22663866,0.2758070141077042,0.9915271967649459,1,0.047,0.5896836614173281
EBLN1,0.46753943,0.3381148,-0.07717823833227157,0.9920942842960357,1,0.047,0.5896836614173281
ENSA,-0.23410505,0.4612475,-0.934099879860878,0.6148248612880706,1,0.047,0.5896836614173281
DHH,0.42590934,0.34261665,-0.15026339665055274,0.9853296995162962,1,0.047,0.5896836614173281
IZUMO4,0.28443727,0.40606585,-0.3638255700469017,0.9861306577920912,1,0.047,0.5896836614173281
ATG5,0.091481626,0.505535,-0.6827387154102325,0.9429039835929862,1,0.047,0.5896836614173281
COX7C,-0.4441423,0.35161507,-0.9913076847791672,0.16265324950218174,1,0.047,0.5896836614173281
TTC6,0.32712075,0.3913013,-0.3208893328905105,0.9844315499067305,1,0.047,0.5896836614173281
MMP10,0.227015,0.42602178,-0.41938501000404355,0.9729723066091536,1,0.047,0.5896836614173281
STK26,-0.41026956,0.3839899,-0.9892185956239701,0.318849903345108,1,0.046,0.5919642018779391
G2E3,-0.48164716,0.334871,-0.9887675553560257,0.11884428262710564,1,0.046,0.5919642018779391
SERP2,0.19274369,0.4491742,-0.4923853546380996,0.9765944153070449,1,0.046,0.5919642018779391
ABCB5,-0.39435422,0.37710142,-0.9688297092914581,0.2661156922578809,1,0.046,0.5919642018779391
HEYL,0.14528891,0.4709453,-0.5816998958587646,0.9518566906452176,1,0.046,0.5919642018779391
OR8H1,0.24805517,0.42580006,-0.40459681451320645,0.9829795062541961,1,0.046,0.5919642018779391
ZNF570,0.18077973,0.45790073,-0.5235142260789871,0.9762148529291153,1,0.046,0.5919642018779391
BPIFB3,-0.42501786,0.37960467,-0.9871845304965974,0.22594235539436322,1,0.046,0.5919642018779391
WRNIP1,-0.40810177,0.38263327,-0.9924875408411026,0.24586823806166644,1,0.046,0.5919642018779391
"FMC1-LUC7L2,LUC7L2",0.19273159,0.4615479,-0.5404451489448547,0.9762208163738249,1,0.046,0.5919642018779391
KRTAP21-2,-0.23339002,0.45330626,-0.9519211888313294,0.5393380671739577,1,0.046,0.5919642018779391
L3MBTL1,0.42422006,0.33565134,-0.10035263746976852,0.9944979190826416,1,0.046,0.5919642018779391
"MTHFS,ST20-MTHFS",0.28860703,0.42527696,-0.39620361030101775,0.9853257209062575,1,0.046,0.5919642018779391
LAGE3,0.06653128,0.5171309,-0.7525877445936203,0.9203798592090605,1,0.046,0.5919642018779391
PSMA1,0.20136666,0.4440996,-0.4845865577459335,0.9805377572774886,1,0.046,0.5919642018779391
OR10H2,-0.49114186,0.33395398,-0.9805905371904373,0.062313497066497664,1,0.046,0.5919642018779391
ADM2,-0.35798982,0.4314785,-0.9825170516967773,0.41262697279453275,1,0.046,0.5919642018779391
DAB2,-0.473,0.33102697,-0.9865495532751083,0.09425861835479732,1,0.046,0.5919642018779391
SNX10,0.3944662,0.35568848,-0.16661098003387448,0.9833565562963485,1,0.046,0.5919642018779391
CFAP299,0.2823963,0.4222173,-0.3919336169958114,0.9908771097660064,1,0.046,0.5919642018779391
PRAF2,0.43755767,0.33920705,-0.13373132795095435,0.9832014977931977,1,0.046,0.5919642018779391
KMT5A,-0.4045423,0.39724422,-0.994722956418991,0.2983449786901473,1,0.046,0.5919642018779391
MRPL37,0.32364702,0.40779376,-0.3258932188153267,0.9879520565271377,1,0.046,0.5919642018779391
LCP2,0.28200772,0.4009553,-0.3466839551925659,0.9615948885679243,1,0.046,0.5919642018779391
FEM1A,0.43477464,0.3442653,-0.11863857507705687,0.9879233121871946,1,0.046,0.5919642018779391
MAGEE2,0.34144318,0.38659492,-0.27424843907356256,0.9833169758319854,1,0.046,0.5919642018779391
PTOV1,-0.05261229,0.5078771,-0.8139206886291503,0.8139477789402005,1,0.046,0.5919642018779391
STK38L,0.35267094,0.38267207,-0.2576360136270523,0.9831679254770277,1,0.046,0.5919642018779391
NR5A1,-0.4262268,0.37528723,-0.9828547388315201,0.23138370513915954,1,0.046,0.5919642018779391
OR4K15,-0.3762034,0.40789735,-0.9726244062185286,0.34581558853387834,1,0.046,0.5919642018779391
RIMS1,0.46409896,0.32763496,-0.06857961639761924,0.9845376014709468,1,0.046,0.5919642018779391
ENGASE,0.04582422,0.47645327,-0.6501831829547883,0.9228516161441801,1,0.046,0.5919642018779391
WDR90,0.36272606,0.36405972,-0.20395060777664184,0.9938566774129867,1,0.046,0.5919642018779391
FAM120B,0.030177552,0.5182906,-0.7675224244594574,0.9286310583353038,1,0.046,0.5919642018779391
ZNF677,-0.5614557,0.2762992,-0.9940147578716279,-0.07463842928409643,1,0.046,0.5919642018779391
TGM6,-0.43035764,0.3612274,-0.9800410389900208,0.23497795462608326,1,0.046,0.5919642018779391
CABCOCO1,0.18465452,0.44470575,-0.4778632283210754,0.9506415128707878,1,0.046,0.5919642018779391
WDR74,0.2591817,0.42350176,-0.40921971350908276,0.9802753448486325,1,0.046,0.5919642018779391
CDK13,0.2720746,0.40720904,-0.37075325697660444,0.952282556891441,1,0.046,0.5919642018779391
UGT8,-0.40273753,0.3939925,-0.9718259245157241,0.29197598397731694,1,0.046,0.5919642018779391
AADACL2,0.3013784,0.41575986,-0.38363150209188457,0.9771985679864883,1,0.046,0.5919642018779391
KCNB1,-0.37971824,0.40033513,-0.9793045818805695,0.3379813104867931,1,0.046,0.5919642018779391
SLC25A24,0.17830864,0.43585974,-0.49694380909204483,0.9324048697948455,1,0.046,0.5919642018779391
C3orf62,-0.29571563,0.4416659,-0.975421068072319,0.49108811914920775,1,0.046,0.5919642018779391
UBXN8,0.5844396,0.2565052,0.16176172569394112,0.995389476418495,1,0.046,0.5919642018779391
METRNL,-0.1617429,0.5051932,-0.9080398589372635,0.7323816031217572,1,0.046,0.5919642018779391
SLCO3A1,0.3175351,0.40643233,-0.3248488575220108,0.9868755072355269,1,0.046,0.5919642018779391
"PHOSPHO2-KLHL23,KLHL23",-0.06210771,0.52070117,-0.8681344389915466,0.8697423160076139,1,0.046,0.5919642018779391
OR51D1,0.12361563,0.45177433,-0.5723961889743804,0.9160134106874466,1,0.046,0.5919642018779391
CHI3L2,-0.47229946,0.33442166,-0.9812830865383148,0.13574948906898496,1,0.046,0.5919642018779391
CHRDL2,-0.21520485,0.4737582,-0.9516527771949768,0.6043631613254541,1,0.046,0.5919642018779391
MGME1,-0.07997302,0.50154155,-0.8851977199316025,0.7835661590099331,1,0.046,0.5919642018779391
CARD16,0.34941006,0.3649672,-0.22137732207775115,0.9831091344356536,1,0.046,0.5919642018779391
VIP,-0.45539302,0.3497875,-0.9837003350257874,0.15316225886344895,1,0.046,0.5919642018779391
ESX1,-0.51245785,0.32445693,-0.9900575995445252,0.03857809305191037,1,0.046,0.5919642018779391
TCP10,-0.3558016,0.4087641,-0.9901979029178619,0.3431758403778072,1,0.046,0.5919642018779391
ALAS2,0.37067384,0.3719303,-0.19991487562656401,0.9852149248123168,1,0.046,0.5919642018779391
JCAD,0.21739726,0.4454954,-0.4867483973503113,0.9839206039905548,1,0.046,0.5919642018779391
HRH4,0.3630311,0.38141873,-0.2592828944325447,0.9883469223976135,1,0.046,0.5919642018779391
TCTEX1D2,0.024950659,0.49321854,-0.7138060182332993,0.9105035185813902,1,0.046,0.5919642018779391
CNOT7,-0.14755733,0.5022007,-0.9197438299655915,0.7156612455844878,1,0.046,0.5919642018779391
WBP4,-0.42460132,0.3526918,-0.9851242065429687,0.16232557818293533,1,0.046,0.5919642018779391
MOCS3,-0.15598024,0.48805147,-0.9347896903753281,0.6771409660577774,1,0.046,0.5919642018779391
CUL9,0.26244277,0.41932657,-0.38423365354537964,0.9730015546083447,1,0.046,0.5919642018779391
PPIL4,-0.01967824,0.5067389,-0.7927979469299316,0.8759468555450439,1,0.045,0.5945379236670919
"TBRG1,SIAE",0.325158,0.39964145,-0.3517340093851089,0.9732841193675994,1,0.045,0.5945379236670919
NDST4,-0.43427876,0.37178582,-0.9735789895057678,0.21109196841716693,1,0.045,0.5945379236670919
PSMA2,0.6836302,0.19598976,0.3540163367986679,0.9913283765316009,1,0.045,0.5945379236670919
CWC15,-0.16474482,0.4838328,-0.8921857118606568,0.684921821951866,1,0.045,0.5945379236670919
ITGBL1,0.5908032,0.23803023,0.18068938553333283,0.9927284598350525,1,0.045,0.5945379236670919
EIF2B3,0.49814323,0.3077166,-0.017996869981288896,0.9863223552703855,1,0.045,0.5945379236670919
