,g,pattern,membership
1013,NBN,7,0.9978352398283825
1014,NCAN,11,0.7350736311479354
1015,NCOA5,0,0.9842378481330846
1016,NDUFS3,4,0.8395852580905759
1017,NECAB3,7,0.4989801308244087
1018,NECTIN2,7,0.7420319617257999
1019,NENF,0,0.9520248775389268
1020,NFAT5,14,0.9854239543468173
1021,NFS1,13,0.9314116007089605
1022,NFU1,13,0.9949867619644049
1023,NIT1,14,0.9864362233293498
1024,NIT2,8,0.754440075243882
1025,NMRAL1,13,0.999094045723996
1027,NOSIP,6,0.8648139753439765
1028,NPR2,13,0.9081509917301063
1029,NR1D2,0,0.9643159608424728
1030,NR2C2AP,12,0.9100196424218487
1031,NRBP2,13,0.99956561807486
1032,NSDHL,4,0.9290816609779154
1033,NT5DC4,0,0.9890665477504254
1034,NTPCR,10,0.9015835705724897
1035,NUDT4,0,0.6918736597102826
1036,NUP133,13,0.6267671851882098
1037,NUP35,14,0.9987610097551461
1038,NVL,14,0.9904229803262303
1039,OMP,0,0.6102781541184437
1040,OR2L5,0,0.9962220479233042
1041,OR3A3,8,0.7425024438482407
1042,OR4S1,0,0.9962559288852824
1043,"OR51A2,OR51A4",0,0.9955017701813639
1044,OR51E2,0,0.9951958318501254
1045,OR51S1,14,0.5272777605137389
1046,OR52D1,0,0.9573836886749483
1047,OSBPL11,4,0.5508677756520163
1048,OSER1,8,0.8841145526080306
1049,OSGEPL1,10,0.5154768955635706
1050,OSTC,2,0.8746124591145334
1051,P2RX4,0,0.979349252074909
1052,P3H1,0,0.8859044015987881
1053,P3H4,10,0.5858874358359796
1054,"PACRGL,KCNIP4",0,0.5106969488078684
1055,PAK1,11,0.9324213799276206
1056,PAN3,4,0.9733265398288957
1057,PAOX,0,0.9904803532959804
1058,PARG,7,0.9818517941983067
1059,PCIF1,11,0.9995843959640441
1060,PCNX3,0,0.8943849770593361
1061,PEX13,13,0.8135039283790508
1062,PHB,0,0.9955563284339222
1063,PHF23,3,0.8870107182049078
1064,PHF5A,14,0.9096483018128653
1065,PHYHD1,10,0.9401190648354074
1066,PIGQ,8,0.997722992479279
1067,PIM1,5,0.8438599048693416
1068,PIP4K2C,12,0.9660755522129904
1069,PLAUR,13,0.9901285056369377
1070,PLEKHA3,7,0.9800515096186235
1071,PLEKHM1,13,0.9803960822394131
1072,PLK1,6,0.8782182868200589
1073,PLOD2,10,0.5852524770464286
1074,PLPBP,14,0.9185199032512287
1075,PMS2,8,0.9916338256773475
1076,PNPLA2,13,0.9996078700826277
1077,POLD2,11,0.9932474771728924
1078,POLD3,6,0.8730367057122528
1079,POLDIP3,4,0.9963357691518677
1080,POLR2D,5,0.6516362587024901
1081,POLR3F,14,0.9995812316096376
1082,POMGNT2,0,0.6280205281084499
1083,PPAT,5,0.9108528797228552
1084,PPP1R12A,13,0.9997534379891131
1085,PPP1R27,0,0.9746301112954678
1086,PPP1R32,0,0.9353849269292739
1087,PPP2R3B,10,0.46432734735568726
1088,PPP2R3C,14,0.41267937833997936
1089,PRDM4,0,0.8507078605660433
1090,PRKCG,8,0.7674244578752125
1091,PRMT3,8,0.8958901632817503
1092,PRMT5,11,0.5321216349235743
1093,PROSER1,10,0.7636244976243598
1094,PSEN1,2,0.9967740705681422
1095,PSMB9,0,0.990488363233269
1096,PSMC4,11,0.8407100938091994
1097,PTDSS2,13,0.6324144242409095
1098,PTK2,5,0.9982041719556278
1099,PURG,1,0.606559312135877
1100,PWWP2A,7,0.8705769045384028
1101,PYCR3,10,0.8320112436980331
1102,RAB11FIP3,11,0.9993730560030359
1103,RAB3IL1,0,0.37612383148124584
1104,RABGGTB,8,0.9702980916991378
1105,RAD23A,4,0.9974285736265689
1106,RAD9A,12,0.9404371768893484
1107,RAMP3,14,0.9863156343253829
1108,RANBP9,11,0.7810920624076322
1109,RARB,8,0.874245208983304
1110,RBM34,4,0.5581618991503509
1111,RBM48,0,0.8863555093819341
1112,RBMS1,8,0.6732763913112054
1113,RCOR1,11,0.4926277089450788
1114,RDH12,8,0.9016464437363215
1115,RECQL5,2,0.7545392704045136
1116,RETN,5,0.9362933397152422
1117,RFC3,11,0.5116106782763378
1118,RFNG,2,0.9771761984062489
1119,RGS20,11,0.9952445121527519
1120,RHD,8,0.98458347611996
1121,RHNO1,11,0.9999965618886234
1122,RILP,11,0.7159139955216204
1123,RLF,3,0.49676507693253213
1124,RMND5B,11,0.9998780869294785
1125,"RNASEH1,CCDC144NL-AS1",8,0.9347939825881599
1126,RNF138,2,0.9970299025368223
1127,RNF31,0,0.8077908239496535
1128,RPGRIP1L,8,0.9211573049191012
1129,"RPP14,HTD2",14,0.9990964440141132
1130,RPS6KA6,8,0.8934108709405134
1131,RRP8,0,0.6855900127282122
1132,RSPRY1,11,0.6658713069085687
1133,RSRP1,13,0.5235161159066
1134,RWDD1,5,0.9909424199084342
1135,SARM1,0,0.9636802578073863
1136,SCAF4,5,0.8647772629898921
1137,SCAMP4,11,0.9760109585137056
1138,SEC23B,8,0.6920111695089547
1139,SECISBP2,10,0.5890629180423481
1140,SENP1,8,0.8550937491508492
1141,"SENP3-EIF4A1,EIF4A1",3,0.9206436551055754
1142,SF3B6,4,0.995365966397202
1143,SH3YL1,7,0.9394585491318221
1144,SIGLEC5,0,0.9975721322632778
1145,SKOR1,0,0.9729230989831872
1146,SLC15A4,0,0.7772782517548897
1147,SLC22A18AS,0,0.9972703923277865
1148,SLC25A10,8,0.8306651872343289
1149,SLC25A29,13,0.6174313270282978
1150,SLC25A42,0,0.9648508981571865
1151,SLC2A5,14,0.9931198056690594
1152,SLC30A4,1,0.44194421264735567
1153,SLC38A2,8,0.7234565497507104
1154,SLC39A11,0,0.9974108224584756
1155,SLC41A1,11,0.7955278626289559
1156,SLC43A2,8,0.9548882013884487
1157,SLC5A1,0,0.9950003786121994
1158,SLCO1B7,0,0.974466341438794
1159,SLIRP,4,0.9651149265025382
1160,SLX4IP,0,0.9555879346452284
1161,SMG5,11,0.9997858996229274
1162,SMG8,0,0.8448723646126963
1163,SMG9,7,0.9461959223411017
1164,SMIM15,4,0.8431968219517079
1165,SMIM26,11,0.9990630459711132
1166,SMIM4,0,0.996152206598566
1167,"SMN1,SMN2",14,0.9984643518215518
1168,SMNDC1,5,0.9818597807031206
1169,SMPD1,12,0.9106882911510376
1170,SNRPA1,9,0.6844889418975652
1171,SNX21,8,0.8810431718518643
1172,SOCS5,14,0.988588858989314
1173,SP140,0,0.9991707092551658
1174,SPATA5L1,0,0.9316284683078515
1175,SPCS1,11,0.8082797595018674
1176,SPDYE4,0,0.9821601717337184
1177,SPEM3,0,0.9384700279371667
1178,SPG11,2,0.43118449887597254
1179,SPIN2B,14,0.7622944505758458
1180,SPRR3,0,0.9844205365192649
1181,SREBF1,14,0.838272404532292
1182,SREK1IP1,14,0.9462819007950802
1183,SS18,5,0.9652699867415097
1184,SS18L2,3,0.8046600109279775
1185,STAM,13,0.999320501625285
1186,STX4,12,0.9426290366767914
1187,SUPT20H,13,0.9939801033756552
1188,SUPT6H,11,0.9998948204607433
1189,SUSD6,0,0.6603723780864258
1190,SYPL1,0,0.5844987340736463
1191,TAB2,4,0.7756664136045429
1192,TADA1,13,0.9999164303389251
1193,TADA3,3,0.9870867244722222
1194,TAS1R3,14,0.9976321503347696
1195,TAS2R19,2,0.49539933391231417
1196,TAS2R20,14,0.9296395802311077
1197,"TAS2R43,TAS2R45",14,0.9996774437960939
1198,"TAX1BP3,P2RX5-TAX1BP3",7,0.9887365290551668
1199,TBC1D23,14,0.6094279568804529
1200,TBC1D32,8,0.9883176440042948
1201,TBK1,0,0.7749713706742482
1202,TCL1A,0,0.9782701703177001
1203,TDP1,0,0.9862512353190149
1204,TECPR2,9,0.8175728685216005
1205,TENT2,14,0.9858308497262139
1206,TGFA,9,0.9358908919553305
1207,THAP2,5,0.9970868027167651
1208,THAP4,13,0.9997824249547664
1209,THAP5,7,0.9153428993286297
1210,THAP8,0,0.9592120807958665
1211,THEM6,0,0.998921279661312
1213,TIGD1,2,0.9865464003287339
1214,"TIMM23B-AGAP6,TIMM23B",11,0.9954023729229969
1215,TIMM50,7,0.9994520612994972
1216,TJAP1,6,0.47812213422717
1217,TM2D2,7,0.9946423293784259
1218,TMBIM4,11,0.7541540076269504
1219,TMEM144,0,0.6917512794110595
1220,TMEM219,2,0.577255858716314
1221,"TMEM234,IQCC",8,0.8797367012585154
1222,TMEM254,7,0.5163148013727443
1223,TMEM263,14,0.9774351504710661
1224,TMEM33,7,0.9679095128517597
1225,TMEM68,11,0.9999658030749229
1226,TMEM80,7,0.9892045336376247
1227,TOM1L2,0,0.976561893948469
1228,TOMM40,7,0.9995615363572207
1229,TOPBP1,5,0.9985823229706074
1230,TOX4,13,0.9999691958848407
1231,TPPP3,0,0.9994593227893362
1232,TPRA1,14,0.9999792901104365
1233,TPST1,13,0.945685510542465
1234,TRAF3IP3,13,0.5919709880044892
1235,TRIM8,3,0.47692014875820166
1236,TRIT1,8,0.9921711554076156
1237,TRMT11,14,0.9742440297975213
1238,TRUB1,11,0.6376783496663668
1239,TSEN2,0,0.974092386375281
1240,TSHB,0,0.9558790152042482
1241,TTBK1,7,0.8933712255950136
1242,TTC23L,8,0.9554433072793704
1243,TTC27,14,0.7071662122044226
1244,TTLL3,12,0.966489938199303
1245,TUBGCP4,10,0.689827757915872
1246,TULP1,0,0.9940497841074317
1247,TUT4,13,0.8964434615311909
1248,TVP23C,14,0.8064792267985665
1249,TYSND1,7,0.461879368036236
1250,UBAC2,0,0.9169748893346704
1251,UBALD1,13,0.978243509205583
1252,UBAP1L,0,0.999225893303605
1253,UHRF1BP1L,8,0.4927677798091483
1254,UPF1,0,0.9383706471089706
1255,UROS,12,0.9430239606163185
1256,USO1,2,0.8717845913809833
1257,USP44,10,0.579390125030168
1258,VAMP4,13,0.999714895178476
1259,VIPAS39,13,0.8674945112051119
1260,VPS11,2,0.9814224127965655
1261,WDR27,8,0.9964900232607743
1262,WDR48,11,0.8025514084934461
1263,WDR53,0,0.9554216550224501
1264,WDR59,14,0.9993283112874115
1265,WDR5B,0,0.9953682300067359
1266,WDR89,2,0.9913131436726101
1267,WFDC12,12,0.5138693849317152
1268,WFDC9,8,0.5956063426447363
1269,WIPI2,13,0.9999930653835866
1270,WNT1,0,0.9157160569520036
1271,WNT3A,0,0.9533828290117857
1273,WRAP53,0,0.9402778050859116
1274,XAB2,14,0.9876194003660196
1275,YEATS4,11,0.9495105131194128
1276,YIF1A,0,0.9107552202615101
1277,ZBED9,0,0.9592181532377622
1278,ZBTB12,11,0.9984924461809054
1279,ZC3H3,0,0.973001825210935
1280,ZC3HC1,7,0.9787516347683711
1281,ZDHHC13,0,0.9965639089248411
1282,ZDHHC17,13,0.6529911813085201
1283,ZFP3,11,0.9928041327509287
1284,ZNF135,11,0.9999987889394845
1285,ZNF141,14,0.8556873435295405
1286,"ZNF155,ZNF221",14,0.9093001237065367
1287,ZNF180,0,0.8395188464204302
1288,ZNF189,10,0.9858513181389965
1289,ZNF195,11,0.9812446401993598
1290,"ZNF197,ZNF660-ZNF197",4,0.9158197708164281
1291,ZNF234,14,0.9577918664365582
1292,ZNF236,13,0.9559683211384054
1293,ZNF280D,4,0.6894902363373246
1294,ZNF318,9,0.4935858604651534
1295,ZNF33A,7,0.8298607401917077
1296,ZNF384,14,0.9975445672760885
1297,ZNF385C,2,0.8367606955584178
1298,ZNF513,8,0.9901191072229168
1299,ZNF525,8,0.9933272638977977
1300,ZNF540,13,0.5315838343780137
1301,ZNF544,10,0.7060884976205556
1302,ZNF546,0,0.9984519891729114
1303,ZNF561,0,0.9754049031521878
1304,ZNF580,13,0.7179090705895051
1305,ZNF70,2,0.4295992571811518
1306,ZNF707,0,0.9993359075300183
1307,ZNF736,13,0.999401459558079
1308,ZNF764,2,0.4069162648111294
1309,ZNF777,0,0.8557378851223676
1310,ZNF787,7,0.6173466882290116
1311,ZNF789,0,0.5181399931611196
1312,ZNF81,0,0.9584813840628016
1313,ZNF837,0,0.7577420689854847
1314,ZNF852,7,0.7746838241261778
1315,ZNFX1,0,0.5828304776498393
1316,ZSWIM4,14,0.800267668872347
1317,ZSWIM7,0,0.7257193368217899
1318,ZZEF1,8,0.7570768642806809
1319,ABCB10,13,0.9990403118515886
1320,ABCB6,8,0.9857135813160892
1321,ABCD3,11,0.5752083542674662
1322,ABHD10,0,0.9924750063641499
1323,ABHD13,14,0.8012090109747878
1324,ABI1,5,0.9789944330739563
1325,ABRAXAS2,14,0.9747686613006532
1326,ACBD3,1,0.9723358698739973
1327,ACE,8,0.7763226207326834
1328,ACTG2,0,0.7339999291142052
1329,ACTN1,10,0.9160987417613334
1330,ACTR1B,0,0.9992592928253091
1331,ADAM10,12,0.9769633535725953
1332,ADAM33,14,0.939161317133484
1333,ADAM9,10,0.8054179921259188
1334,ADAMTSL2,0,0.8575695723560266
1335,ADCY5,8,0.9609914600731007
1336,ADNP2,13,0.8606551434738807
1337,AFF2,7,0.8698591473758143
1338,"AGK,DENND11,KIAA1147",5,0.8386095921649551
1339,AGO1,6,0.942439341249834
1340,AHI1,0,0.9151045303139087
1341,AIFM1,0,0.9726101001225744
1342,AIPL1,0,0.9998046345781705
1343,AK8,0,0.7265681878180159
1344,AK9,0,0.7491347735080099
1345,AKAP17A,10,0.8092212366729354
1346,AKAP5,13,0.9435709814154194
1347,AKNAD1,0,0.9150836907763569
1348,ALDH1L1,0,0.9892661592850652
1349,ALDH5A1,0,0.9855594885580358
1350,ALDOC,6,0.8212444541509527
1351,ALG10B,4,0.9364545901083358
1352,ALG9,13,0.944103973454384
1353,AMBP,0,0.9557468600859584
1354,AMOTL2,5,0.9908317252551939
1355,AMPH,8,0.9912671679335281
1356,ANAPC11,0,0.9989067177763273
1357,ANKAR,0,0.9272484615656137
1358,ANKDD1A,8,0.9929242091283533
1359,"ANKRD20A9P,ANKRD20A2,ANKRD20A4-ANKRD20A20P,ANKRD20A4,ANKRD20A11P,ANKRD20A3,ANKRD20A1,ANKRD20A8P,LOC105379417,LOC105379426",14,0.9997018258349791
1360,ANKRD29,0,0.5452731740104682
1361,ANKRD60,8,0.9974770416117242
1362,ANPEP,8,0.9913518667335016
1363,ANXA1,10,0.6769776050647408
1364,ANXA2R,0,0.9882539432323109
1365,ANXA6,6,0.9999592583037908
1366,AP3B1,14,0.99950594828028
1367,APLN,0,0.9978254033009525
1368,APOC1,10,0.5016093550119074
1369,APOLD1,10,0.9959711487019534
1370,APTX,14,0.6432892330269125
1371,ARHGAP1,7,0.8862715228283781
1372,ARHGAP22,0,0.9820505088830714
1373,ARHGAP36,0,0.9810030517989826
1374,ARHGEF15,0,0.9967079286856982
1375,ARHGEF18,11,0.991732502846851
1376,ARID5B,13,0.9948323249634768
1377,ARL13B,14,0.9909189049123451
1378,ARL14EP,0,0.9159759481882963
1379,ARL2BP,11,0.9999771609359098
1380,ARL6IP1,3,0.9989020970539465
1381,ARMC1,11,0.999357171521509
1382,ARMH3,0,0.9778288257884816
1383,ARSK,8,0.9200532725862082
1384,ART5,0,0.9833846017245081
1385,ASB6,7,0.977812042157439
1386,ASIC1,12,0.9977583238668521
1387,ATG2B,7,0.558374074230411
1388,ATG4D,8,0.9820938185136288
1389,B3GNT5,12,0.8047179210491149
1390,BARX1,0,0.9999265596516861
1391,BBIP1,4,0.9996423536942681
1392,BBOF1,0,0.920349443931734
1393,BBS2,2,0.948501055157424
1394,BCAM,0,0.9652326088470449
1395,BCAR1,8,0.8886971519978202
1396,BCAS4,14,0.999686342642798
1397,BCKDHB,14,0.9969057467795669
1398,BCL2L11,0,0.9986944188109848
1399,BEND6,12,0.9534899628493784
1400,BET1L,8,0.940906619594664
1401,BHMT2,0,0.8103061699739241
1402,BLMH,7,0.999937550199246
1403,BNIP3,5,0.6377501896856982
1404,"BOLA2B,BOLA2",5,0.9999474834676534
1405,BOLL,8,0.983989090165253
1406,BRD8,4,0.9432595865031677
1407,BRINP3,8,0.9857863439598247
1408,BTN2A1,2,0.9996852452471123
1409,C10orf105,2,0.8139451064690355
1410,C10orf120,0,0.9993791344043138
1411,C10orf71,0,0.9628363265693961
1412,C11orf71,8,0.4768455905391161
1413,C15orf41,6,0.9982017776736777
1414,C18orf63,0,0.8016312879133557
1415,C19orf48,2,0.9968010692766176
1416,C19orf73,0,0.9892178411788555
1417,C1orf43,4,0.9813387194620005
1418,C1QTNF9B,0,0.8740385900519421
1419,C20orf202,0,0.999757169377558
1420,C2orf66,0,0.9995329560940025
1421,C2orf72,5,0.6938595417099662
1422,C4orf3,13,0.9898171612162562
1423,C5orf30,7,0.998428232755387
1424,C5orf38,14,0.9879736903917389
1425,C8orf74,6,0.9161644124112236
1426,CA7,0,0.9995836347588085
1427,CACHD1,13,0.9984235732041189
1428,CACNA2D4,0,0.999682156274227
1429,CACNG6,13,0.9999910510988422
1430,CACTIN,2,0.5296051672037116
1431,CACUL1,8,0.7171024511346591
1432,CAMP,0,0.9921902737006634
1433,CANX,11,0.9995582650906927
1434,CARF,10,0.8130501912185125
1435,CASC3,11,0.5957366229633885
1436,CASQ2,0,0.9944753802919986
1437,CASR,0,0.9989569885994419
1438,CATSPERG,8,0.9423537889127254
1439,CCDC125,0,0.992847554795911
1440,CCDC127,6,0.4906596693778318
1441,CCDC140,0,0.9969187368327533
1443,CCDC36,0,0.8433646133114271
1444,CCDC60,0,0.9971346552612472
1445,"CCL15-CCL14,CCL14",0,0.999596677629895
1446,CCN1,14,0.9999997357807512
1447,CCN2,14,0.999988692980073
1448,CCNA1,8,0.8804173870896043
1449,CCNF,2,0.9998972313640243
1450,"CD101,PTGFRN",7,0.9928372663433386
1451,CD163L1,8,0.8848579536615407
1452,CD2,0,0.9929517548640164
1453,CD2BP2,3,0.5099619424937099
1454,CD68,0,0.9982377887232748
1455,CD84,0,0.999384893000257
1456,CDA,0,0.9937687812206099
1457,CDC20,6,0.9909967353195454
1458,CDK6,6,0.8940406076816689
1459,CDX1,0,0.9984993433050998
1460,CEBPZOS,12,0.4888621199961733
1461,CEL,0,0.9339516066172936
1462,CEND1,4,0.998262116106773
1463,CENPU,10,0.7909708196628497
1464,CEP78,7,0.6141777645361839
1465,CEPT1,0,0.9256051685262361
1466,CES2,8,0.9470477891854271
1467,CETN3,13,0.9666938550124582
1468,CFAP54,10,0.5009280478653788
1469,CFAP61,0,0.990582310072476
1470,CHI3L1,0,0.9987175663198973
1471,CHKA,11,0.9999834484643461
1472,CHML,8,0.998826496069584
1474,CHRNA10,0,0.9794877695563662
1475,CHRNB1,13,0.9870406440625852
1476,CHST10,5,0.999990739996085
1477,CHST7,8,0.771548178840292
1478,CKAP4,10,0.8530793360495841
1479,CKAP5,3,0.9990438452211675
1480,CLEC19A,0,0.8314212132280367
1481,CLEC2D,0,0.9995110724773968
1482,CLK2,5,0.9974649035931755
1483,CLVS2,13,0.9789528362439779
1484,CLYBL,0,0.9996234389319012
1485,CMTM1,5,0.88744232241419
1486,CNTROB,6,0.6380493562321892
1487,COASY,6,0.627188763662777
1488,COBL,13,0.4990975177459881
1489,COG4,3,0.9286365869812537
1490,COG8,2,0.8694966849708764
1491,"COMMD3-BMI1,BMI1",13,0.8319457494209556
1492,COP1,1,0.975195092376462
1493,COQ10A,8,0.8966781223412528
1494,COX19,0,0.5999130992564514
1495,COX7A1,8,0.8785726975983542
1496,CPHXL,0,0.9973837031293314
1497,CPLX2,8,0.8473037248122655
1498,CPM,0,0.9994593811326603
1499,CPNE8,0,0.9695492594537255
1500,CPSF4,2,0.8596575527499491
1501,CPSF4L,0,0.9898969762427804
1502,CRAT,3,0.8237427886132812
1503,CRIP1,0,0.9922882419902954
1504,CRNKL1,5,0.9973201511745416
1505,CRTC3,10,0.7667518445872876
1506,"CRYZL2P-SEC16B,SEC16B",0,0.9893122882702601
1507,CSKMT,0,0.4802038420387138
1508,CSMD3,13,0.9520092199234813
1509,CSRP2,2,0.9965867224848504
1510,CTCF,3,0.8070342072836966
1511,CTRC,0,0.9951608874996097
1512,CTU1,8,0.9849173566434514
1513,CUL4A,11,0.9999744628178577
1514,CUL5,8,0.9576407925001995
1515,CUL9,2,0.6219171111847384
1516,CXorf38,0,0.7138239823910261
1517,CYHR1,6,0.9538774929004371
1518,CYTL1,0,0.9872735351200701
1519,DAG1,11,0.9992577807666914
1520,DAND5,0,0.9966961252411489
1521,DCAF12L1,8,0.5480111397253886
1522,DCAF5,14,0.7715144561426203
1523,DCTPP1,3,0.9988782607615636
1524,DDI2,14,0.7737359993412245
1525,DDIT4,14,0.9999171914655597
1526,DDR2,0,0.9372014024758991
1527,DDX1,4,0.9971577514695847
1528,"DEFB130B,DEFB130A",0,0.7108252865638763
1529,DEGS1,9,0.9619904955064807
1530,"DENND10,FAM45A,DENND10P1",7,0.7978939775193346
1531,DFFA,14,0.9998047595491248
1532,DGKK,14,0.9997883084906904
1533,DGUOK,13,0.9985543265221042
1535,DIRAS2,12,0.9842823668993894
1536,DKKL1,0,0.9821973733463605
1537,DMBX1,0,0.9992584949761861
1538,DMXL1,3,0.9609135472629167
1539,DNAH9,0,0.9213005654345372
1540,DNAJA3,0,0.7047366216949467
1541,DNAJC25,8,0.6360485110926831
1542,DNAL1,0,0.6553710087651781
1543,DNAL4,8,0.9197869035801227
1544,DNALI1,14,0.999973825744415
1545,DNHD1,8,0.729787210608556
1547,DNMT3A,14,0.9981991974167219
1548,DOK6,7,0.9975122246779571
1549,DONSON,12,0.8956467053884443
1550,DPH6,0,0.9939667719493005
1551,DPM2,7,0.8625981835668955
1552,DRG1,4,0.9999564565345199
1553,DTNBP1,0,0.916891282186788
1554,DTWD1,0,0.9995191651956773
1556,DUOX1,0,0.9076576041503613
1557,DUSP3,12,0.6465108955198348
1558,DVL2,6,0.9959343700389819
1559,DYNAP,8,0.5072324490233814
1560,DYNC2LI1,13,0.9999002668007767
1561,DZANK1,12,0.9984436948459505
1562,E2F4,7,0.56640163091846
1563,E2F5,10,0.9990852845403452
1564,EFEMP1,0,0.999125489303318
1565,EFS,6,0.9793339204625657
1566,EIF2B2,11,0.7292776481388573
1567,EIF3I,4,0.9907639033885086
1568,EIF4A3,12,0.7235612686261536
1569,EIF5B,11,0.9948694494884982
1570,ELL,0,0.999632807459788
1571,ELP6,7,0.995087616112972
1572,EMP1,0,0.8983252867502443
1573,ENKD1,6,0.807907064197709
1574,ENPEP,0,0.6880006811116216
1575,ENTPD2,12,0.9341950444394096
1576,EPB41L3,14,0.9200293719104833
1577,EPB41L5,10,0.9814413862466681
1578,ERCC8,7,0.8770686328463865
1580,ERGIC2,3,0.9300206797253353
1581,ETV1,7,0.99880496965513
1582,EVX2,0,0.9674722133867272
1583,EXOC5,3,0.8912745813787198
1585,EXOSC7,13,0.48104414351745883
1586,EXPH5,0,0.971932855716528
1587,EXT1,14,0.606661198378898
1588,EZHIP,0,0.9959418227610569
1589,F13B,14,0.537520240179217
1590,F8,0,0.9947219722979829
1591,FAF2,2,0.5281074174644638
1592,FAM117A,14,0.9999531242107902
1593,FAM162A,14,0.9997668293620107
1594,"FAM25BP,FAM25A,FAM25C",0,0.9990842145269213
1595,FAM3A,5,0.9688969693882006
1596,FAM71D,0,0.9835663255150181
1597,FAM71E2,0,0.9993429511738348
1598,FAM83C,0,0.9997706246374591
1599,FAM91A1,0,0.5398422719458088
1600,FAN1,6,0.9601642187045801
1601,FANCB,0,0.9973921810404637
1602,FAT2,11,0.9888217992529862
1603,FBXL6,8,0.9718992656157505
1604,FBXO32,6,0.8969282860069469
1605,FCN1,0,0.9649149194714747
1606,FGF19,0,0.9992027298570896
1607,FGF2,5,0.9993546167572007
1608,FGFR1OP2,6,0.8486432529193478
1609,FIG4,13,0.7685693772626822
1610,FKBP4,4,0.99995374582909
1611,FLNB,8,0.9464779522732039
1612,FLVCR1,7,0.9732000816017289
1613,FOS,14,0.9832443351735257
1614,FOXRED1,13,0.5029408829295974
1615,FOXRED2,8,0.898275768349062
1616,FOXS1,0,0.9998691110244957
1617,FPGS,8,0.9839183281178558
1618,FRAT1,0,0.9921744808252153
1619,FRG1,14,0.9128758451974823
1620,FRK,10,0.6050726300152426
1621,FRMPD2,0,0.7954330072594655
1622,"FSBP,RAD54B",10,0.987690525967907
1623,FSIP1,8,0.9489209704152635
1624,FUNDC1,2,0.9836963406237171
1625,FUNDC2,8,0.9959874597129336
1626,FXYD5,8,0.9328948865516701
1627,GABRA4,8,0.8512545058382278
1629,GANAB,5,0.7311481966305183
1630,GASK1A,0,0.9984030546089319
1631,GATB,8,0.8522518683271949
1632,"GATD3B,GATD3A",11,0.9036494822998122
1633,GBP3,0,0.9991418658575048
1634,GCLM,0,0.4708926875603253
1635,GCNT3,0,0.6604015375095291
1636,GDAP1L1,8,0.7959736603218682
1637,GDF10,0,0.6944311643237333
1638,GEMIN5,0,0.9657846518906745
1639,GIMAP8,0,0.7426494619945383
1640,GLIPR2,10,0.9922215321155031
1641,GLIS3,4,0.9871573191015143
1642,"GLS2,SPRYD4",8,0.853269868543122
1643,GLT8D2,13,0.9323788542311214
1644,"GLUD1,GLUD2",11,0.9978880476869086
1645,GML,10,0.9869782788548582
1646,GNA12,2,0.7385604452548422
1647,GNAI3,5,0.9922394554671187
1648,GNPDA2,0,0.5401972413231705
1649,GOLGA1,0,0.8704432713291692
1650,GOLGA4,8,0.9465783240808303
1651,GOLGB1,0,0.9666093594811757
1652,GOLT1B,13,0.9974654051868652
1653,GOT1,12,0.754772687434972
1654,GPD1,10,0.9836006825577708
1655,GPER1,5,0.7965322115357131
1656,GPN1,2,0.9438492258201298
1657,GPR137C,0,0.9820977585020679
1658,GPR75,13,0.8821755583631696
1659,GPRC6A,0,0.9982570843825965
1660,GPT2,14,0.9874222464173227
1661,GRIN3A,8,0.9419511558608797
1662,GTF2H4,11,0.7756909591916149
1663,GTF3C1,11,0.5261459486651084
1664,GTF3C4,14,0.7281760054176569
1665,GUCA2B,0,0.9994580452551227
1666,GZMA,0,0.9989095002913128
1667,H2BC1,0,0.9956177163141939
1668,HABP4,8,0.6786274345306504
1669,HACE1,8,0.7828373249571429
1670,HAGH,9,0.9186320158702536
1671,HAUS7,0,0.9866312919484922
1672,HCFC2,13,0.997593493717421
1673,HCG22,0,0.9758164750918364
1674,HDAC6,14,0.6788888367187477
