Sample_ID	DSP_Sample_ID	Plate	dsp_plate	roi	segment_type	segment	aoi	roi_dimension	nuclei	RawReads	TrimmedReads	StitchedReads	AlignedReads	DeduplicatedReads	SequencingSaturation	UID	NegGeoMean_01	NegGeoSD_01	GeoLOD2.5_01	NormFactorNeg_01	NormFactorQ3	NormFactorHK
HCA_F_BRA8739231	DSP1001660005641_G07	DSP1001660005641	1.00166E+12	2	geometric	Geometric Segment	Geometric Segment-aoi-001	67022.31327	793	36701799	36684408	35629833	14927887	5306043	64.45549862	HCA_F_BRA8739231	80.47472527	1.36776429	176.0709287	3.508546208	3.531065172	3.923528761
HCA_F_BRA8739271	DSP1001660005641_G12	DSP1001660005641	1.00166E+12	7	geometric	Geometric Segment	Geometric Segment-aoi-001	201675.0252	1266	37242590	37225485	36165861	17907994	6388072	64.32837759	HCA_F_BRA8739271	105.9465268	1.369567705	232.5656078	4.619068705	4.321351187	4.662317588
HCA_F_BRA8739213	DSP1001660005641_E05	DSP1001660005641	1.00166E+12	37	leftover	ROI37_leftover	ROI37_leftover-aoi-001	125940.9257	1678	37243250	37222706	36116412	15600233	7168241	54.05042348	HCA_F_BRA8739213	109.0929804	1.35383963	232.6563247	4.756248143	4.859418261	5.000129624
HCA_F_BRA8739247	DSP1001660005641_G09	DSP1001660005641	1.00166E+12	4	geometric	Geometric Segment	Geometric Segment-aoi-001	98478.57697	946	37702139	37685158	36606560	16864228	6112038	63.75738041	HCA_F_BRA8739247	101.7569605	1.400027688	235.9965681	4.436411517	4.153205226	4.450156472
HCA_F_BRA8739326	DSP1001660005647_F07	DSP1001660005647	1.00166E+12	36	geometric	Geometric Segment	Geometric Segment-aoi-001	87601.23639	992	38004503	11724356	7599706	2707504	1231432	54.51781419	HCA_F_BRA8739326	23.28379954	1.563390826	71.15783889	1.015129736	1.092948744	1.070033223
HCA_F_BRA8739249	DSP1001660005641_A10	DSP1001660005641	1.00166E+12	9	geometric	Geometric Segment	Geometric Segment-aoi-001	292964.5552	1506	38689444	38670440	37559007	17372484	6312767	63.66226614	HCA_F_BRA8739249	109.9887156	1.3867374	249.0770434	4.79530051	4.354980379	4.105542192
HCA_F_BRA8739241	DSP1001660005641_A09	DSP1001660005641	1.00166E+12	8	geometric	Geometric Segment	Geometric Segment-aoi-001	157288.4223	1271	39300076	39282676	38161763	17824969	7023243	60.59884873	HCA_F_BRA8739241	113.4044188	1.376666666	252.1749649	4.944218724	4.77534528	4.947238083
HCA_F_BRA8739263	DSP1001660005641_G11	DSP1001660005641	1.00166E+12	6	geometric	Geometric Segment	Geometric Segment-aoi-001	182858.6341	1386	39738781	39721634	38586999	18624201	7511019	59.67065111	HCA_F_BRA8739263	131.0969463	1.378757903	292.6257988	5.715579547	5.16208099	5.293793844
HCA_F_BRA8739212	DSP1001660005641_D05	DSP1001660005641	1.00166E+12	34	leftover	ROI34_Rest	ROI34_Rest-aoi-001	149710.0871	1493	41308397	41289921	40118444	17307911	6434422	62.8238093	HCA_F_BRA8739212	110.4589379	1.394110384	253.4800408	4.815801315	4.405424167	4.187997505
HCA_F_BRA8739182	DSP1001660005641_F01	DSP1001660005641	1.00166E+12	39	leftover	ROI39_leftover	ROI39_leftover-aoi-001	250205.8279	2280	42640865	42619626	41405969	19679503	6647859	66.21937556	HCA_F_BRA8739182	116.5732632	1.3860021	263.6384042	5.082374364	4.539940935	4.310131047
HCA_F_BRA8739243	DSP1001660005641_C09	DSP1001660005641	1.00166E+12	32	geometric	Geometric Segment	Geometric Segment-aoi-001	189473.3782	1249	43886508	43866721	42601803	20301223	7369042	63.70148734	HCA_F_BRA8739243	123.4574338	1.384865177	278.6352016	5.382511216	5.464743719	5.487647976
HCA_F_BRA8739286	DSP1001660005647_F02	DSP1001660005647	1.00166E+12	31	geometric	Geometric Segment	Geometric Segment-aoi-001	258991.9672	1348	44130245	16377595	13000118	6468133	2693269	58.36095207	HCA_F_BRA8739286	69.99836831	1.411525728	165.6951943	3.051796808	2.370858044	2.241024078
HCA_F_BRA8739245	DSP1001660005641_E09	DSP1001660005641	1.00166E+12	38	leftover	ROI38_Rest	ROI38_Rest-aoi-001	168800.527	1739	45473731	45455249	44177061	19985818	7435634	62.79544825	HCA_F_BRA8739245	129.0222852	1.388884619	293.3122159	5.625128238	5.094822605	4.766470715
HCA_F_BRA8739239	DSP1001660005641_G08	DSP1001660005641	1.00166E+12	3	geometric	Geometric Segment	Geometric Segment-aoi-001	89611.61216	1286	45674215	45654789	44356880	18883776	7349655	61.07952668	HCA_F_BRA8739239	118.0428523	1.367092945	257.9495653	5.146445678	4.926676645	5.085447489
HCA_F_BRA8739303	DSP1001660005648_D04	DSP1001660005648	1.00166E+12	10	ring	ROI10_ring	ROI10_ring-aoi-001	51299.70659	852	45770982	11094852	1891911	285457	218865	23.32820705	HCA_F_BRA8739303	3.349229705	1.897022032	16.60067974	0.146020097	0.168145961	0.132487085
HCA_F_BRA8739248	DSP1001660005641_H09	DSP1001660005641	1.00166E+12	16	geometric	Geometric Segment	Geometric Segment-aoi-001	171131.3632	1628	46568340	46544620	45180395	23425365	10737111	54.16459466	HCA_F_BRA8739248	129.252011	1.353646851	275.5502136	5.635143847	7.427847808	9.229673529
HCA_F_BRA8739194	DSP1001660005641_B03	DSP1001660005641	1.00166E+12	14	geometric	Geometric Segment	Geometric Segment-aoi-001	139109.3212	1433	47395084	47371763	46000002	22849877	9214752	59.67264069	HCA_F_BRA8739194	127.4457151	1.376477154	283.3007717	5.556392755	6.725838423	7.418371791
HCA_F_BRA8739359	DSP1001660005648_D11	DSP1001660005648	1.00166E+12	16	geometric	Geometric Segment	Geometric Segment-aoi-001	219383.3811	35	48672564	7981287	4505809	785527	506939	35.46510814	HCA_F_BRA8739359	10.69479433	1.666305666	38.33179128	0.466272857	0.386735709	0.264581363
HCA_F_BRA8739301	DSP1001660005647_E04	DSP1001660005647	1.00166E+12	24	leftover	ROI24_Rest	ROI24_Rest-aoi-001	88370.81486	1219	49346399	8449086	6344659	3237211	1388773	57.09970712	HCA_F_BRA8739301	28.51489066	1.452842231	72.54673122	1.24319544	1.19383632	1.244633784
HCA_F_BRA8739327	DSP1001660005648_D07	DSP1001660005648	1.00166E+12	12	geometric	Geometric Segment	Geometric Segment-aoi-001	182740.2374	2202	49997419	19263068	16116691	6772395	4114860	39.24069698	HCA_F_BRA8739327	55.37507493	1.409950819	130.7146417	2.414248803	2.976183502	3.817618213
HCA_F_BRA8739320	DSP1001660005648_E06	DSP1001660005648	1.00166E+12	23	geometric	Geometric Segment	Geometric Segment-aoi-001	51531.7641	629	50254684	24346171	1889410	12476	8652	30.65084963	HCA_F_BRA8739320	1	1	1	0.043598114	0.016814596	0.008817109
HCA_F_BRA8739210	DSP1001660005641_B05	DSP1001660005641	1.00166E+12	16	geometric	Geometric Segment	Geometric Segment-aoi-001	198338.1329	1742	50316401	50292631	48840008	22916278	10758284	53.05396452	HCA_F_BRA8739210	136.5798683	1.328846717	278.0186364	5.954624603	7.516124438	8.771858789
HCA_F_BRA8739240	DSP1001660005641_H08	DSP1001660005641	1.00166E+12	15	geometric	Geometric Segment	Geometric Segment-aoi-001	139134.737	1817	52695556	52672033	51127459	26000388	12238569	52.92928321	HCA_F_BRA8739240	161.0273903	1.363604002	349.6394449	7.020490442	8.739386301	10.48241925
HCA_F_BRA8739232	DSP1001660005641_H07	DSP1001660005641	1.00166E+12	14	geometric	Geometric Segment	Geometric Segment-aoi-001	165787.8838	1831	55728071	55702899	54099697	27097103	12604558	53.48374326	HCA_F_BRA8739232	175.3854835	1.353896087	374.0735295	7.646476222	9.231213235	10.55687206
HCA_F_BRA8739202	DSP1001660005641_B04	DSP1001660005641	1.00166E+12	15	geometric	Geometric Segment	Geometric Segment-aoi-001	132110.6561	1826	56289295	56262729	54642418	25814632	11349867	56.03320241	HCA_F_BRA8739202	150.1539422	1.345404541	315.2600657	6.546428616	8.071006107	9.020120737
HCA_F_BRA8739227	DSP1001660005641_C07	DSP1001660005641	1.00166E+12	30	geometric	Geometric Segment	Geometric Segment-aoi-001	184738.1421	1937	58260821	58233536	56543527	26891405	12965721	51.78488815	HCA_F_BRA8739227	173.5742347	1.351604138	368.6455884	7.567509189	9.416173792	11.08458386
HCA_F_BRA8739319	DSP1001660005648_D06	DSP1001660005648	1.00166E+12	11	geometric	Geometric Segment	Geometric Segment-aoi-001	132922.2259	1502	58954955	16562262	11009330	4207746	2567348	38.9851954	HCA_F_BRA8739319	35.38631661	1.503603528	98.09993032	1.542776649	1.83279097	2.337907826
HCA_F_BRA8739343	DSP1001660005648_D09	DSP1001660005648	1.00166E+12	14	geometric	Geometric Segment	Geometric Segment-aoi-001	249496.3949	2441	84672349	41493456	10059134	3393902	2382791	29.79199164	HCA_F_BRA8739343	41.56487701	1.493019431	113.2113971	1.812150226	1.815976374	1.812617187
