"","x"
"13873","SERPINB12"
"13874","SERPINB13"
"13875","SERPINB2"
"13876","SERPINB3"
"13877","SERPINB4"
"13878","SERPINB5"
"13879","SERPINB6"
"13880","SERPINB7"
"13881","SERPINB8"
"13882","SERPINB9"
"13883","SERPINC1"
"13884","SERPIND1"
"13885","SERPINE1"
"13886","SERPINE2"
"13887","SERPINE3"
"13888","SERPINF1"
"13889","SERPINF2"
"13890","SERPING1"
"13891","SERPINH1"
"13892","SERPINI1"
"13893","SERPINI2"
"13894","SERTAD1"
"13895","SERTAD2"
"13896","SERTAD3"
"13897","SERTAD4"
"13898","SERTM1"
"13899","SERTM2"
"13900","SESN1"
"13901","SESN2"
"13902","SESN3"
"13903","SESTD1"
"13904","SET,SETSIP"
"13905","SETBP1"
"13906","SETD1A"
"13907","SETD1B"
"13908","SETD2"
"13909","SETD3"
"13910","SETD4"
"13911","SETD5"
"13912","SETD6"
"13913","SETD7"
"13914","SETD9"
"13915","SETDB1"
"13916","SETDB2-PHF11,PHF11"
"13917","SETDB2-PHF11,SETDB2"
"13918","SETMAR"
"13919","SETX"
"13920","SEZ6"
"13921","SEZ6L"
"13922","SEZ6L2"
"13923","SF1"
"13924","SF3A1"
"13925","SF3A2"
"13926","SF3A3"
"13927","SF3B1"
"13928","SF3B2"
"13929","SF3B3"
"13930","SF3B4"
"13931","SF3B5"
"13932","SF3B6"
"13933","SFI1"
"13934","SFMBT1"
"13935","SFMBT2"
"13936","SFN"
"13937","SFPQ"
"13938","SFR1"
"13939","SFRP1"
"13940","SFRP2"
"13941","SFRP4"
"13942","SFRP5"
"13943","SFSWAP"
"13944","SFT2D1"
"13945","SFT2D2"
"13946","SFTA2"
"13947","SFTA3"
"13948","SFTPA1"
"13949","SFTPA2"
"13950","SFTPB"
"13951","SFTPC"
"13952","SFTPD"
"13953","SFXN1"
"13954","SFXN2"
"13955","SFXN3"
"13956","SFXN4"
"13957","SFXN5"
"13958","SGCA"
"13959","SGCB"
"13960","SGCD"
"13961","SGCE"
"13962","SGCG"
"13963","SGCZ"
"13964","SGF29"
"13965","SGIP1"
"13966","SGK1"
"13967","SGK2"
"13968","SGK3,C8orf44-SGK3"
"13969","SGMS1"
"13970","SGMS2"
"13971","SGO1"
"13972","SGO2"
"13973","SGPL1"
"13974","SGPP1"
"13975","SGPP2"
"13976","SGSH"
"13977","SGSM1"
"13978","SGSM2"
"13979","SGSM3"
"13980","SGTA"
"13981","SGTB"
"13982","SH2B1"
"13983","SH2B2"
"13984","SH2B3"
"13985","SH2D1A"
"13986","SH2D1B"
"13987","SH2D2A"
"13988","SH2D3A"
"13989","SH2D3C"
"13990","SH2D4A"
"13991","SH2D4B"
"13992","SH2D5"
"13993","SH2D6"
"13994","SH2D7"
"13995","SH3BGRL"
"13996","SH3BGRL2"
"13997","SH3BGRL3"
"13998","SH3BP1"
"13999","SH3BP2"
"14000","SH3BP4"
"14001","SH3BP5,SH3BP5-AS1"
"14002","SH3BP5L"
"14003","SH3D19"
"14004","SH3D21"
"14005","SH3GL1"
"14006","SH3GL2"
"14007","SH3GL3"
"14008","SH3GLB1"
"14009","SH3GLB2"
"14010","SH3KBP1"
"14011","SH3PXD2A"
"14012","SH3PXD2B"
"14013","SH3RF1"
"14014","SH3RF2"
"14015","SH3RF3"
"14016","SH3TC1"
"14017","SH3TC2"
"14018","SH3YL1"
"14019","SHANK1"
"14020","SHANK2"
"14021","SHANK3"
"14022","SHARPIN"
"14023","SHB"
"14024","SHBG"
"14025","SHC1"
"14026","SHC2"
"14027","SHC3"
"14028","SHC4"
"14029","SHCBP1"
"14030","SHCBP1L"
"14031","SHD"
"14032","SHE"
"14033","SHF"
"14034","SHFL"
"14035","SHH"
"14036","SHISA2"
"14037","SHISA3"
"14038","SHISA4"
"14039","SHISA5"
"14040","SHISA6"
"14041","SHISA7"
"14042","SHISA8"
"14043","SHISA9"
"14044","SHISAL1"
"14045","SHISAL2A"
"14046","SHISAL2B"
"14047","SHKBP1"
"14048","SHLD1"
"14049","SHLD2P3,SHLD2P1,SHLD2"
"14050","SHLD3"
"14051","SHMT1"
"14052","SHMT2"
"14053","SHOC1"
"14054","SHOC2"
"14055","SHOX"
"14056","SHOX2"
"14057","SHPK"
"14058","SHPRH"
"14059","SHQ1"
"14060","SHROOM1"
"14061","SHROOM2"
"14062","SHROOM3"
"14063","SHROOM4"
"14064","SHTN1"
"14065","SI"
"14066","SIAH1"
"14067","SIAH2"
"14068","SIAH3"
"14069","SIDT1"
"14070","SIDT2"
"14071","SIGIRR"
"14072","SIGLEC1"
"14073","SIGLEC10"
"14074","SIGLEC11"
"14075","SIGLEC12"
"14076","SIGLEC14"
"14077","SIGLEC15"
"14078","SIGLEC16"
"14079","SIGLEC5"
"14080","SIGLEC6"
"14081","SIGLEC7,LOC101928517"
"14082","SIGLEC8"
"14083","SIGLEC9"
"14084","SIGLECL1"
"14085","SIGMAR1"
"14086","SIK1,SIK1B"
"14087","SIK2"
"14088","SIK3"
"14089","SIKE1"
"14090","SIL1"
"14091","SIM1"
"14092","SIM2"
"14093","SIMC1"
"14094","SIN3A"
"14095","SIN3B"
"14096","SINHCAF"
"14097","SIPA1"
"14098","SIPA1L1"
"14099","SIPA1L2"
"14100","SIPA1L3"
"14101","SIRPA"
"14102","SIRPB1"
"14103","SIRPB2"
"14104","SIRPD"
"14105","SIRPG"
"14106","SIRT1"
"14107","SIRT2"
"14108","SIRT3"
"14109","SIRT4"
"14110","SIRT5"
"14111","SIRT6"
"14112","SIRT7"
"14113","SIT1"
"14114","SIVA1"
"14115","SIX1"
"14116","SIX2"
"14117","SIX3"
"14118","SIX4"
"14119","SIX5"
"14120","SIX6"
"14121","SKA1"
"14122","SKA2"
"14123","SKA3"
"14124","SKAP1"
"14125","SKAP2"
"14126","SKI"
"14127","SKIDA1"
"14128","SKIL"
"14129","SKIV2L"
"14130","SKOR1"
"14131","SKOR2"
"14132","SKP1,SKP1P2"
"14133","SKP2"
"14134","SLA"
"14135","SLA2"
"14136","SLAIN1"
"14137","SLAIN2"
"14138","SLAMF1"
"14139","SLAMF6"
"14140","SLAMF7"
"14141","SLAMF8"
"14142","SLAMF9"
"14143","SLBP"
"14144","SLC10A1"
"14145","SLC10A2"
"14146","SLC10A3"
"14147","SLC10A4"
"14148","SLC10A5"
"14149","SLC10A6"
"14150","SLC10A7"
"14151","SLC11A1"
"14152","SLC11A2"
"14153","SLC12A1"
"14154","SLC12A2"
"14155","SLC12A3"
"14156","SLC12A4"
"14157","SLC12A5"
"14158","SLC12A7"
"14159","SLC12A8"
"14160","SLC12A9"
"14161","SLC13A1"
"14162","SLC13A2"
"14163","SLC13A3"
"14164","SLC13A4"
"14165","SLC13A5"
"14166","SLC14A1"
"14167","SLC14A2"
"14168","SLC15A1"
"14169","SLC15A2"
"14170","SLC15A3"
"14171","SLC15A4"
"14172","SLC15A5"
"14173","SLC16A1"
"14174","SLC16A10"
"14175","SLC16A11"
"14176","SLC16A12"
"14177","SLC16A13"
"14178","SLC16A14"
"14179","SLC16A2"
"14180","SLC16A3"
"14181","SLC16A4"
"14182","SLC16A5"
"14183","SLC16A6"
"14184","SLC16A7"
"14185","SLC16A8"
"14186","SLC16A9"
"14187","SLC17A1"
"14188","SLC17A2"
"14189","SLC17A3"
"14190","SLC17A4"
"14191","SLC17A5"
"14192","SLC17A6"
"14193","SLC17A7"
"14194","SLC17A8"
"14195","SLC17A9"
"14196","SLC18A1"
"14197","SLC18A2,PDZD8"
"14198","SLC18A3"
"14199","SLC18B1"
"14200","SLC19A1,COL18A1"
"14201","SLC19A2"
"14202","SLC19A3"
"14203","SLC1A1"
"14204","SLC1A2"
"14205","SLC1A3"
"14206","SLC1A4"
"14207","SLC1A5"
"14208","SLC1A6"
"14209","SLC1A7"
"14210","SLC20A1"
"14211","SLC20A2"
"14212","SLC22A1"
"14213","SLC22A10"
"14214","SLC22A11"
"14215","SLC22A12"
"14216","SLC22A13"
"14217","SLC22A14"
"14218","SLC22A15"
"14219","SLC22A16"
"14220","SLC22A17"
"14221","SLC22A18"
"14222","SLC22A18AS"
"14223","SLC22A2"
"14224","SLC22A23"
"14225","SLC22A24"
"14226","SLC22A25"
"14227","SLC22A3"
"14228","SLC22A31"
"14229","SLC22A4"
"14230","SLC22A5"
"14231","SLC22A6"
"14232","SLC22A7"
"14233","SLC22A8"
"14234","SLC22A9"
"14235","SLC23A1"
"14236","SLC23A2"
"14237","SLC23A3"
"14238","SLC24A1"
"14239","SLC24A2"
"14240","SLC24A3"
"14241","SLC24A4"
"14242","SLC24A5"
"14243","SLC25A1"
"14244","SLC25A10"
"14245","SLC25A11"
"14246","SLC25A12"
"14247","SLC25A13"
"14248","SLC25A14"
"14249","SLC25A15"
"14250","SLC25A16"
"14251","SLC25A17"
"14252","SLC25A18"
"14253","SLC25A19,LOC100287042"
"14254","SLC25A2"
"14255","SLC25A20"
"14256","SLC25A21"
"14257","SLC25A22"
"14258","SLC25A23"
"14259","SLC25A24"
"14260","SLC25A25"
"14261","SLC25A27"
"14262","SLC25A28"
"14263","SLC25A29"
"14264","SLC25A3"
"14265","SLC25A30"
"14266","SLC25A31"
"14267","SLC25A32"
"14268","SLC25A33"
"14269","SLC25A34"
"14270","SLC25A35"
"14271","SLC25A36"
"14272","SLC25A37"
"14273","SLC25A38"
"14274","SLC25A39"
"14275","SLC25A4"
"14276","SLC25A40"
"14277","SLC25A41"
"14278","SLC25A42"
"14279","SLC25A43"
"14280","SLC25A44"
"14281","SLC25A45"
"14282","SLC25A46"
"14283","SLC25A47"
"14284","SLC25A48"
"14285","SLC25A5-AS1,SLC25A5"
"14286","SLC25A53"
"14287","SLC25A6"
"14288","SLC26A1"
"14289","SLC26A10"
"14290","SLC26A11"
"14291","SLC26A2"
"14292","SLC26A3"
"14293","SLC26A4"
"14294","SLC26A5"
"14295","SLC26A6"
"14296","SLC26A7"
"14297","SLC26A8"
"14298","SLC26A9"
"14299","SLC27A1"
"14300","SLC27A2"
"14301","SLC27A3"
"14302","SLC27A4"
"14303","SLC27A5"
"14304","SLC27A6"
"14305","SLC28A1"
"14306","SLC28A2"
"14307","SLC28A3"
"14308","SLC29A1"
"14309","SLC29A2"
"14310","SLC29A3"
"14311","SLC29A4"
"14312","SLC2A1"
"14313","SLC2A10"
"14314","SLC2A11"
"14315","SLC2A12"
"14316","SLC2A13"
"14317","SLC2A14"
"14318","SLC2A2"
"14319","SLC2A3"
"14320","SLC2A4"
"14321","SLC2A4RG"
"14322","SLC2A5"
"14323","SLC2A6"
"14324","SLC2A7"
"14325","SLC2A8"
"14326","SLC2A9"
"14327","SLC30A1"
"14328","SLC30A10"
"14329","SLC30A2"
"14330","SLC30A3"
"14331","SLC30A4"
"14332","SLC30A6"
"14333","SLC30A7"
"14334","SLC30A8"
"14335","SLC30A9"
"14336","SLC31A1"
"14337","SLC31A2"
"14338","SLC32A1"
"14339","SLC33A1"
"14340","SLC34A1"
"14341","SLC34A2"
"14342","SLC34A3"
"14343","SLC35A1"
"14344","SLC35A2"
"14345","SLC35A3"
"14346","SLC35A4"
"14347","SLC35A5"
"14348","SLC35B1"
"14349","SLC35B2"
"14350","SLC35B3"
"14351","SLC35B4"
"14352","SLC35C1"
"14353","SLC35C2"
"14354","SLC35D1"
"14355","SLC35D2"
"14356","SLC35D3"
"14357","SLC35E1"
"14358","SLC35E2A"
"14359","SLC35E2B"
"14360","SLC35E3"
"14361","SLC35E4"
"14362","SLC35F1"
"14363","SLC35F2"
"14364","SLC35F3"
"14365","SLC35F4"
"14366","SLC35F5"
"14367","SLC35F6"
"14368","SLC35G1"
"14369","SLC35G2"
"14370","SLC35G3,SLC35G5,SLC35G6"
"14371","SLC35G4,SLC35G3,SLC35G5"
"14372","SLC36A1"
"14373","SLC36A2"
"14374","SLC36A3"
"14375","SLC36A4"
"14376","SLC37A1"
"14377","SLC37A2"
"14378","SLC37A3"
"14379","SLC37A4"
"14380","SLC38A1"
"14381","SLC38A10"
"14382","SLC38A11"
"14383","SLC38A2"
"14384","SLC38A3"
"14385","SLC38A4"
"14386","SLC38A5"
"14387","SLC38A6"
"14388","SLC38A7"
"14389","SLC38A8"
"14390","SLC38A9"
"14391","SLC39A1"
"14392","SLC39A10"
"14393","SLC39A11"
"14394","SLC39A12"
"14395","SLC39A13"
"14396","SLC39A14"
"14397","SLC39A2"
"14398","SLC39A3"
"14399","SLC39A4"
"14400","SLC39A5"
"14401","SLC39A6"
"14402","SLC39A7"
"14403","SLC39A8"
"14404","SLC39A9"
"14405","SLC3A1"
"14406","SLC3A2"
"14407","SLC40A1"
"14408","SLC41A1"
"14409","SLC41A2"
"14410","SLC41A3"
"14411","SLC43A1"
"14412","SLC43A2"
"14413","SLC43A3"
"14414","SLC44A1"
"14415","SLC44A2"
"14416","SLC44A3"
"14417","SLC44A4"
"14418","SLC44A5"
"14419","SLC45A1"
"14420","SLC45A2"
"14421","SLC45A3"
"14422","SLC45A4"
"14423","SLC46A1"
"14424","SLC46A2"
"14425","SLC46A3"
"14426","SLC47A1"
"14427","SLC47A2"
"14428","SLC48A1"
"14429","SLC49A3"
"14430","SLC49A4"
"14431","SLC4A1"
"14432","SLC4A10"
"14433","SLC4A11"
"14434","SLC4A1AP"
"14435","SLC4A2"
"14436","SLC4A3"
"14437","SLC4A4"
"14438","SLC4A5"
"14439","SLC4A7"
"14440","SLC4A8"
"14441","SLC4A9"
"14442","SLC50A1"
"14443","SLC51A"
"14444","SLC51B"
"14445","SLC52A1"
"14446","SLC52A2"
"14447","SLC52A3"
"14448","SLC5A1"
"14449","SLC5A10,GRAP"
"14450","SLC5A11"
"14451","SLC5A12"
"14452","SLC5A2"
"14453","SLC5A3"
"14454","SLC5A4"
"14455","SLC5A5"
"14456","SLC5A6"
"14457","SLC5A7"
"14458","SLC5A8"
"14459","SLC5A9"
"14460","SLC66A1"
"14461","SLC66A1L"
"14462","SLC66A2,KCNG2"
"14463","SLC66A3"
"14464","SLC6A1"
"14465","SLC6A11"
"14466","SLC6A12"
"14467","SLC6A13"
"14468","SLC6A14"
"14469","SLC6A15"
"14470","SLC6A16"
"14471","SLC6A17"
"14472","SLC6A18"
"14473","SLC6A19"
"14474","SLC6A2"
"14475","SLC6A20"
"14476","SLC6A3"
"14477","SLC6A4"
"14478","SLC6A5"
"14479","SLC6A6"
"14480","SLC6A7"
"14481","SLC6A8"
"14482","SLC6A9"
"14483","SLC7A1"
"14484","SLC7A10"
"14485","SLC7A11"
"14486","SLC7A13"
"14487","SLC7A14"
"14488","SLC7A2"
"14489","SLC7A3"
"14490","SLC7A4"
"14491","SLC7A5"
"14492","SLC7A6"
"14493","SLC7A6OS"
"14494","SLC7A7"
"14495","SLC7A8"
"14496","SLC7A9"
"14497","SLC8A1"
"14498","SLC8A2"
"14499","SLC8A3"
"14500","SLC8B1"
"14501","SLC9A1"
"14502","SLC9A2"
"14503","SLC9A3"
"14504","SLC9A3R1"
"14505","SLC9A3R2"
"14506","SLC9A4"
"14507","SLC9A5"
"14508","SLC9A6"
"14509","SLC9A7"
"14510","SLC9A8"
"14511","SLC9A9"
"14512","SLC9B1"
"14513","SLC9B2"
"14514","SLC9C1"
"14515","SLC9C2"
"14516","SLCO1A2"
"14517","SLCO1B1"
"14518","SLCO1B3"
"14519","SLCO1B7"
"14520","SLCO1C1"
"14521","SLCO2A1"
"14522","SLCO2B1"
"14523","SLCO3A1"
"14524","SLCO4A1"
"14525","SLCO4C1"
"14526","SLCO5A1"
"14527","SLCO6A1"
"14528","SLF1"
"14529","SLF2"
"14530","SLFN11"
"14531","SLFN12"
"14532","SLFN12L"
"14533","SLFN13"
"14534","SLFN14"
"14535","SLFN5"
"14536","SLFNL1"
"14537","SLIRP"
"14538","SLIT1"
"14539","SLIT2"
"14540","SLIT3"
"14541","SLITRK1"
"14542","SLITRK2"
"14543","SLITRK3"
"14544","SLITRK4"
"14545","SLITRK5"
"14546","SLITRK6"
"14547","SLK"
"14548","SLMAP"
"14549","SLN"
"14550","SLPI"
"14551","SLTM"
"14552","SLU7"
"14553","SLURP1"
"14554","SLX1B-SULT1A4,SULT1A4,SULT1A3,SLX1A-SULT1A3"
"14555","SLX1B,SLX1A,SLX1A-SULT1A3,SLX1B-SULT1A4"
"14556","SLX4"
"14557","SLX4IP"
"14558","SMAD1"
"14559","SMAD2"
"14560","SMAD3"
"14561","SMAD4"
"14562","SMAD5"
"14563","SMAD6"
"14564","SMAD7"
"14565","SMAD9"
"14566","SMAGP"
"14567","SMAP1"
"14568","SMAP2"
"14569","SMARCA1"
"14570","SMARCA2"
"14571","SMARCA4"
"14572","SMARCA5"
"14573","SMARCAD1"
"14574","SMARCAL1"
"14575","SMARCB1"
"14576","SMARCC1"
"14577","SMARCC2"
"14578","SMARCD1"
"14579","SMARCD2"
"14580","SMARCD3"
"14581","SMARCE1"
"14582","SMC1A"
"14583","SMC1B"
"14584","SMC2"
"14585","SMC3"
"14586","SMC4"
"14587","SMC5"
"14588","SMC6"
"14589","SMCHD1"
"14590","SMCO1"
"14591","SMCO2"
"14592","SMCO3"
"14593","SMCO4"
"14594","SMCP"
"14595","SMCR8"
"14596","SMDT1"
"14597","SMG1"
"14598","SMG5"
"14599","SMG6"
"14600","SMG7"
"14601","SMG8"
"14602","SMG9"
"14603","SMIM1"
"14604","SMIM10"
"14605","SMIM10L1"
"14606","SMIM10L2A"
"14607","SMIM10L2B"
"14608","SMIM11B,SMIM11A"
"14609","SMIM12"
"14610","SMIM13"
"14611","SMIM14"
"14612","SMIM15"
"14613","SMIM17,ZNF71-SMIM17"
"14614","SMIM18"
"14615","SMIM19"
"14616","SMIM2"
"14617","SMIM20"
"14618","SMIM21"
"14619","SMIM22"
"14620","SMIM23"
"14621","SMIM24"
"14622","SMIM26"
"14623","SMIM27"
"14624","SMIM29"
"14625","SMIM3"
"14626","SMIM30"
"14627","SMIM31"
"14628","SMIM32"
"14629","SMIM33"
"14630","SMIM34A"
"14631","SMIM35"
"14632","SMIM38"
"14633","SMIM4"
"14634","SMIM40"
"14635","SMIM5"
"14636","SMIM6"
"14637","SMIM7"
"14638","SMIM8"
"14639","SMIM9"
"14640","SMKR1"
"14641","SMLR1"
"14642","SMN1,SMN2"
"14643","SMNDC1"
"14644","SMO"
"14645","SMOC1"
"14646","SMOC2"
"14647","SMOX"
"14648","SMPD1"
"14649","SMPD2"
"14650","SMPD3"
"14651","SMPD4"
"14652","SMPDL3A"
"14653","SMPDL3B"
"14654","SMPX"
"14655","SMR3A"
"14656","SMR3B"
"14657","SMS"
"14658","SMTN"
"14659","SMTNL1"
"14660","SMTNL2"
"14661","SMU1"
"14662","SMUG1"
"14663","SMURF1"
"14664","SMURF2"
"14665","SMYD1"
"14666","SMYD2"
"14667","SMYD3"
"14668","SMYD4"
"14669","SMYD5"
"14670","SNAI1"
"14671","SNAI2"
"14672","SNAI3"
"14673","SNAP23"
"14674","SNAP25"
"14675","SNAP29"
"14676","SNAP91"
"14677","SNAPC1"
"14678","SNAPC2"
"14679","SNAPC3"
"14680","SNAPC4"
"14681","SNAPC5"
"14682","SNAPIN"
"14683","SNCA"
"14684","SNCAIP"
"14685","SNCB"
"14686","SNCG"
"14687","SND1"
"14688","SNED1"
"14689","SNF8"
"14690","SNHG32"
"14691","SNIP1"
"14692","SNN"
"14693","SNORC"
"14694","SNPH"
"14695","SNRK"
"14696","SNRNP200"
"14697","SNRNP25"
"14698","SNRNP27"
"14699","SNRNP35"
"14700","SNRNP40"
"14701","SNRNP48"
"14702","SNRNP70"
"14703","SNRPA"
"14704","SNRPA1"
"14705","SNRPB"
"14706","SNRPB2"
"14707","SNRPC"
"14708","SNRPD1"
"14709","SNRPD2"
"14710","SNRPD3"
"14711","SNRPE"
"14712","SNRPF"
"14713","SNRPG"
"14714","SNRPN,SNURF"
"14715","SNTA1"
"14716","SNTB1"
"14717","SNTB2"
"14718","SNTG1"
"14719","SNTG2"
"14720","SNTN"
"14721","SNU13"
"14722","SNUPN"
"14723","SNW1"
"14724","SNX1"
"14725","SNX10"
"14726","SNX11"
"14727","SNX12"
"14728","SNX13"
"14729","SNX14"
"14730","SNX16"
"14731","SNX17"
"14732","SNX18"
"14733","SNX19"
"14734","SNX2"
"14735","SNX20"
"14736","SNX21"
"14737","SNX22"
"14738","SNX24"
"14739","SNX25"
"14740","SNX29"
"14741","SNX3"
"14742","SNX30"
"14743","SNX31"
"14744","SNX32"
"14745","SNX33"
"14746","SNX4"
"14747","SNX5"
"14748","SNX6"
"14749","SNX7"
"14750","SNX8"
"14751","SNX9"
"14752","SOAT1"
"14753","SOAT2"
"14754","SOBP"
"14755","SOCS1"
"14756","SOCS2"
"14757","SOCS3"
"14758","SOCS4"
"14759","SOCS5"
"14760","SOCS6"
"14761","SOCS7"
"14762","SOD1"
"14763","SOD2"
"14764","SOD3"
"14765","SOGA1"
"14766","SOGA3"
"14767","SOHLH1"
"14768","SON"
"14769","SORBS1"
"14770","SORBS2"
"14771","SORBS3"
"14772","SORCS1"
"14773","SORCS2"
"14774","SORCS3"
"14775","SORD2P,SORD"
"14776","SORL1"
"14777","SORT1"
"14778","SOS1"
"14779","SOS2"
"14780","SOST"
"14781","SOSTDC1"
"14782","SOWAHA"
"14783","SOWAHB"
"14784","SOWAHC"
"14785","SOWAHD"
"14786","SOX1"
"14787","SOX10"
"14788","SOX11"
"14789","SOX12"
"14790","SOX13"
"14791","SOX14"
"14792","SOX15"
"14793","SOX17"
"14794","SOX18"
"14795","SOX2"
"14796","SOX21"
"14797","SOX3"
"14798","SOX30"
"14799","SOX4"
"14800","SOX5"
"14801","SOX6"
"14802","SOX7"
"14803","SOX8"
"14804","SOX9"
"14805","SP1"
"14806","SP100"
"14807","SP110"
"14808","SP140"
"14809","SP140L"
"14810","SP2"
"14811","SP3"
"14812","SP4"
"14813","SP5"
"14814","SP6"
"14815","SP7"
"14816","SP8"
"14817","SP9"
"14818","SPA17,SIAE"
"14819","SPAAR"
"14820","SPACA1"
"14821","SPACA3"
"14822","SPACA4"
"14823","SPACA5"
"14824","SPACA6"
"14825","SPACA7"
"14826","SPACA9"
"14827","SPAG1"
"14828","SPAG11A,SPAG11B"
"14829","SPAG16"
"14830","SPAG17"
"14831","SPAG4"
"14832","SPAG5"
"14833","SPAG6"
"14834","SPAG7"
"14835","SPAG8"
"14836","SPAG9"
"14837","SPAM1"
"14838","SPANXD,SPANXA1,SPANXA2,SPANXB1"
"14839","SPANXD,SPANXA1,SPANXC,SPANXA2"
"14840","SPANXD,SPANXC,SPANXB1"
"14841","SPANXN1"
"14842","SPANXN2"
"14843","SPANXN3"
"14844","SPANXN4"
"14845","SPANXN5"
"14846","SPARC"
"14847","SPARCL1"
"14848","SPART"
"14849","SPAST"
"14850","SPATA1"
"14851","SPATA12"
"14852","SPATA13"
"14853","SPATA16"
"14854","SPATA17"
"14855","SPATA18"
"14856","SPATA19"
"14857","SPATA2"
"14858","SPATA20"
"14859","SPATA22"
"14860","SPATA24"
"14861","SPATA2L"
"14862","SPATA3"
"14863","SPATA31D1"
"14864","SPATA31E1"
"14865","SPATA32"
"14866","SPATA33"
"14867","SPATA4"
"14868","SPATA45"
"14869","SPATA46"
"14870","SPATA48"
"14871","SPATA5"
"14872","SPATA5L1"
"14873","SPATA6"
"14874","SPATA6L"
"14875","SPATA7"
"14876","SPATA9"
"14877","SPATC1"
"14878","SPATC1L"
"14879","SPATS1"
"14880","SPATS2"
"14881","SPATS2L"
"14882","SPC25"
"14883","SPCS1"
"14884","SPCS2"
"14885","SPCS3"
"14886","SPDEF"
"14887","SPDL1"
"14888","SPDYA"
"14889","SPDYC"
"14890","SPDYE3"
"14891","SPDYE4"
"14892","SPDYE5"
"14893","SPDYE6,SPDYE2,SPDYE2B"
"14894","SPECC1"
"14895","SPECC1L"
"14896","SPECC1L-ADORA2A,ADORA2A"
"14897","SPEF1"
"14898","SPEF2"
"14899","SPEG"
"14900","SPEGNB"
"14901","SPEM1"
"14902","SPEM2"
"14903","SPEM3"
"14904","SPEN"
"14905","SPESP1"
"14906","SPG11"
"14907","SPG21"
"14908","SPG7"
"14909","SPHK1"
"14910","SPHK2"
"14911","SPHKAP"
"14912","SPI1"
"14913","SPIB"
"14914","SPIC"
"14915","SPICE1"
"14916","SPIDR"
"14917","SPIN1"
"14918","SPIN2A"
"14919","SPIN2B"
"14920","SPIN3"
"14921","SPIN4"
"14922","SPINDOC"
"14923","SPINK1"
"14924","SPINK13"
"14925","SPINK14"
"14926","SPINK2"
"14927","SPINK4"
"14928","SPINK5"
"14929","SPINK6"
"14930","SPINK7"
"14931","SPINK8"
"14932","SPINK9"
"14933","SPINT1"
"14934","SPINT2"
"14935","SPINT3"
"14936","SPINT4"
"14937","SPIRE1"
"14938","SPIRE2"
"14939","SPN"
"14940","SPNS1"
"14941","SPNS2"
"14942","SPNS3"
"14943","SPO11"
"14944","SPOCD1"
"14945","SPOCK1"
"14946","SPOCK2"
"14947","SPOCK3"
"14948","SPON1"
"14949","SPON2"
"14950","SPOP"
"14951","SPOPL"
"14952","SPP1"
"14953","SPP2"
"14954","SPPL2A"
"14955","SPPL2B"
"14956","SPPL2C"
"14957","SPPL3"
"14958","SPR"
"14959","SPRED1"
"14960","SPRED2"
"14961","SPRED3"
"14962","SPRR1A"
"14963","SPRR1B"
"14964","SPRR2A"
"14965","SPRR2D,SPRR2B"
"14966","SPRR2E"
"14967","SPRR2F"
"14968","SPRR2G"
"14969","SPRR3"
"14970","SPRR4"
"14971","SPRTN"
"14972","SPRY1"
"14973","SPRY2"
"14974","SPRY3"
"14975","SPRY4"
"14976","SPRYD3"
"14977","SPRYD7"
"14978","SPSB1"
"14979","SPSB2"
"14980","SPSB3"
"14981","SPSB4"
"14982","SPTA1"
"14983","SPTAN1"
"14984","SPTBN1"
"14985","SPTBN2"
"14986","SPTBN4"
"14987","SPTBN5"
"14988","SPTLC1"
"14989","SPTLC2"
"14990","SPTLC3"
"14991","SPTSSA"
"14992","SPTSSB"
"14993","SPTY2D1"
"14994","SPTY2D1OS"
"14995","SPX,GYS2"
"14996","SPZ1"
"14997","SQLE"
"14998","SQOR"
"14999","SQSTM1"
"15000","SRA1"
"15001","SRARP"
"15002","SRBD1"
"15003","SRC"
"15004","SRCAP"
"15005","SRCIN1"
"15006","SRD5A1"
"15007","SRD5A2"
"15008","SRD5A3"
"15009","SREBF1"
"15010","SREBF2"
"15011","SREK1"
"15012","SREK1IP1"
"15013","SRF"
"15014","SRFBP1"
"15015","SRGAP1"
"15016","SRGAP2,SRGAP2B,SRGAP2C,SRGAP2D"
"15017","SRGAP3"
"15018","SRGN"
"15019","SRI"
"15020","SRL"
"15021","SRM"
"15022","SRMS"
"15023","SRP14"
"15024","SRP54"
"15025","SRP68,CCDC144A"
"15026","SRP72"
"15027","SRP9"
"15028","SRPK1"
"15029","SRPK2"
"15030","SRPK3"
"15031","SRPRA"
"15032","SRPX"
"15033","SRPX2,SYTL4"
"15034","SRR"
"15035","SRRM1"
"15036","SRRM2"
"15037","SRRM3"
"15038","SRRM4"
"15039","SRRM5"
"15040","SRRT"
"15041","SRSF1"
"15042","SRSF10"
"15043","SRSF11"
"15044","SRSF12"
"15045","SRSF2"
"15046","SRSF3"
"15047","SRSF4"
"15048","SRSF5"
"15049","SRSF6"
"15050","SRSF7"
"15051","SRSF8"
"15052","SRSF9"
"15053","SRXN1"
"15054","SRY"
"15055","SS18"
"15056","SS18L1"
"15057","SS18L2"
"15058","SSB"
"15059","SSBP1"
"15060","SSBP2"
"15061","SSBP3"
"15062","SSBP4"
"15063","SSC4D"
"15064","SSC5D"
"15065","SSH1"
"15066","SSH2"
"15067","SSH3"
"15068","SSMEM1"
"15069","SSNA1"
"15070","SSPN"
