"","x"
"5201","FAM25BP,FAM25A,FAM25C"
"5202","FAM32A"
"5203","FAM3A"
"5204","FAM3B"
"5205","FAM3C"
"5206","FAM3D"
"5207","FAM43A"
"5208","FAM43B"
"5209","FAM47A"
"5210","FAM47B"
"5211","FAM47C"
"5212","FAM47E"
"5213","FAM49A"
"5214","FAM49B"
"5215","FAM50A"
"5216","FAM50B"
"5217","FAM53A"
"5218","FAM53B"
"5219","FAM53C"
"5220","FAM71A"
"5221","FAM71B"
"5222","FAM71C"
"5223","FAM71D"
"5224","FAM71E1"
"5225","FAM71E2"
"5226","FAM71F1"
"5227","FAM71F2"
"5228","FAM72B,FAM72D,FAM72C,FAM72A"
"5229","FAM76A"
"5230","FAM76B"
"5231","FAM78A"
"5232","FAM78B"
"5233","FAM81A"
"5234","FAM81B"
"5235","FAM83A"
"5236","FAM83B"
"5237","FAM83C"
"5238","FAM83D"
"5239","FAM83E"
"5240","FAM83F"
"5241","FAM83G"
"5242","FAM83H"
"5243","FAM86B2,FAM86B1"
"5244","FAM89A"
"5245","FAM89B"
"5246","FAM8A1"
"5247","FAM90A1"
"5248","FAM91A1"
"5249","FAM92A"
"5250","FAM92B"
"5251","FAM98A"
"5252","FAM98B"
"5253","FAM98C"
"5254","FAM9A"
"5255","FAM9B"
"5256","FAM9C"
"5257","FAN1"
"5258","FANCA"
"5259","FANCB"
"5260","FANCC"
"5261","FANCD2"
"5262","FANCD2OS"
"5263","FANCE"
"5264","FANCF"
"5265","FANCG"
"5266","FANCI"
"5267","FANCL"
"5268","FANCM"
"5269","FANK1"
"5270","FAP"
"5271","FAR1"
"5272","FAR2"
"5273","FARP1"
"5274","FARP2"
"5275","FARS2"
"5276","FARSA"
"5277","FAS"
"5278","FASLG"
"5279","FASN"
"5280","FASTK"
"5281","FASTKD1"
"5282","FASTKD2"
"5283","FASTKD3"
"5284","FASTKD5"
"5285","FAT1"
"5286","FAT2"
"5287","FAT3"
"5288","FAT4"
"5289","FATE1"
"5290","FAU"
"5291","FAXC"
"5292","FAXDC2"
"5293","FBF1"
"5294","FBH1"
"5295","FBL"
"5296","FBLIM1"
"5297","FBLL1"
"5298","FBLN1"
"5299","FBLN2"
"5300","FBLN5"
"5301","FBLN7"
"5302","FBN1"
"5303","FBN2"
"5304","FBN3"
"5305","FBP1"
"5306","FBP2"
"5307","FBRS"
"5308","FBRSL1"
"5309","FBXL12"
"5310","FBXL13"
"5311","FBXL14"
"5312","FBXL15"
"5313","FBXL16"
"5314","FBXL17"
"5315","FBXL18"
"5316","FBXL19"
"5317","FBXL2"
"5318","FBXL20"
"5319","FBXL22"
"5320","FBXL3"
"5321","FBXL4"
"5322","FBXL5"
"5323","FBXL6"
"5324","FBXL7"
"5325","FBXL8"
"5326","FBXO10"
"5327","FBXO11"
"5328","FBXO15"
"5329","FBXO16"
"5330","FBXO17"
"5331","FBXO2"
"5332","FBXO21"
"5333","FBXO22"
"5334","FBXO24"
"5335","FBXO25"
"5336","FBXO27"
"5337","FBXO28"
"5338","FBXO3"
"5339","FBXO30"
"5340","FBXO31"
"5341","FBXO32"
"5342","FBXO33"
"5343","FBXO34"
"5344","FBXO36"
"5345","FBXO38"
"5346","FBXO39"
"5347","FBXO40"
"5348","FBXO41"
"5349","FBXO42"
"5350","FBXO43"
"5351","FBXO44"
"5352","FBXO45"
"5353","FBXO46"
"5354","FBXO47"
"5355","FBXO48"
"5356","FBXO5"
"5357","FBXO6"
"5358","FBXO7"
"5359","FBXO8"
"5360","FBXO9"
"5361","FBXW10,CDRT1"
"5362","FBXW11"
"5363","FBXW12"
"5364","FBXW2"
"5365","FBXW4"
"5366","FBXW5"
"5367","FBXW7"
"5368","FBXW8"
"5369","FBXW9"
"5370","FCAMR"
"5371","FCAR"
"5372","FCER1A"
"5373","FCER1G"
"5374","FCER2"
"5375","FCF1,RHOXF1-AS1"
"5376","FCGBP"
"5377","FCGR1A,FCGR1CP,FCGR1B"
"5378","FCGR2C,FCGR2B,FCGR2A"
"5379","FCGR3A,FCGR3B"
"5380","FCGRT"
"5381","FCHO1"
"5382","FCHO2"
"5383","FCHSD1"
"5384","FCHSD2"
"5385","FCMR,IL24"
"5386","FCN1"
"5387","FCN2"
"5388","FCN3"
"5389","FCRL1"
"5390","FCRL2"
"5391","FCRL3"
"5392","FCRL4"
"5393","FCRL5"
"5394","FCRL6"
"5395","FCRLA"
"5396","FCRLB"
"5397","FCSK"
"5398","FDCSP"
"5399","FDFT1"
"5400","FDPS"
"5401","FDX1"
"5402","FDX2"
"5403","FDXACB1"
"5404","FDXR"
"5405","FECH"
"5406","FEM1A"
"5407","FEM1B"
"5408","FEM1C"
"5409","FEN1"
"5410","FER"
"5411","FER1L5"
"5412","FER1L6,FER1L6-AS2"
"5413","FERD3L"
"5414","FERMT1"
"5415","FERMT2"
"5416","FERMT3"
"5417","FES"
"5418","FETUB"
"5419","FEV"
"5420","FEZ1"
"5421","FEZ2"
"5422","FEZF1"
"5423","FEZF2"
"5424","FFAR1"
"5425","FFAR2"
"5426","FFAR3"
"5427","FFAR4"
"5428","FGA"
"5429","FGB"
"5430","FGD1"
"5431","FGD2"
"5432","FGD3"
"5433","FGD4"
"5434","FGD5"
"5435","FGD6"
"5436","FGF1"
"5437","FGF10"
"5438","FGF11"
"5439","FGF12"
"5440","FGF13"
"5441","FGF14"
"5442","FGF16"
"5443","FGF17"
"5444","FGF18"
"5445","FGF19"
"5446","FGF2"
"5447","FGF20"
"5448","FGF21"
"5449","FGF22"
"5450","FGF23"
"5451","FGF3"
"5452","FGF4"
"5453","FGF5"
"5454","FGF6"
"5455","FGF7"
"5456","FGF8"
"5457","FGF9"
"5458","FGFBP1"
"5459","FGFBP2"
"5460","FGFBP3"
"5461","FGFR1"
"5462","FGFR1OP"
"5463","FGFR1OP2"
"5464","FGFR2"
"5465","FGFR3"
"5466","FGFR4"
"5467","FGFRL1"
"5468","FGG"
"5469","FGGY"
"5470","FGL1"
"5471","FGL2"
"5472","FGR"
"5473","FH"
"5474","FHAD1"
"5475","FHDC1"
"5476","FHIT"
"5477","FHL1"
"5478","FHL2"
"5479","FHL3"
"5480","FHL5"
"5481","FHOD1"
"5482","FHOD3"
"5483","FIBCD1"
"5484","FIBIN"
"5485","FIBP"
"5486","FICD"
"5487","FIG4"
"5488","FIGLA"
"5489","FIGN"
"5490","FIGNL1"
"5491","FIGNL2"
"5492","FILIP1"
"5493","FILIP1L"
"5494","FIP1L1"
"5495","FIS1"
"5496","FITM1"
"5497","FITM2"
"5498","FIZ1"
"5499","FJX1"
"5500","FKBP10"
"5501","FKBP11"
"5502","FKBP14"
"5503","FKBP15"
"5504","FKBP1A,FKBP1A-SDCBP2"
"5505","FKBP1B"
"5506","FKBP3"
"5507","FKBP4"
"5508","FKBP5"
"5509","FKBP6"
"5510","FKBP7"
"5511","FKBP8"
"5512","FKBP9"
"5513","FKBPL"
"5514","FKRP"
"5515","FKTN"
"5516","FLACC1"
"5517","FLAD1"
"5518","FLCN"
"5519","FLG"
"5520","FLG2"
"5521","FLI1"
"5522","FLII"
"5523","FLNA"
"5524","FLNB"
"5525","FLNC"
"5526","FLOT1"
"5527","FLOT2"
"5528","FLRT1"
"5529","FLRT2"
"5530","FLRT3"
"5531","FLT1"
"5532","FLT3"
"5533","FLT3LG"
"5534","FLT4"
"5535","FLVCR1"
"5536","FLVCR2"
"5537","FLYWCH1"
"5538","FLYWCH2"
"5539","FMC1"
"5540","FMC1-LUC7L2,LUC7L2"
"5541","FMN1"
"5542","FMN2"
"5543","FMNL1"
"5544","FMNL2"
"5545","FMNL3"
"5546","FMO1"
"5547","FMO2"
"5548","FMO3"
"5549","FMO4"
"5550","FMOD"
"5551","FMR1"
"5552","FMR1NB"
"5553","FN1"
"5554","FN3K"
"5555","FN3KRP"
"5556","FNBP1"
"5557","FNBP1L"
"5558","FNBP4"
"5559","FNDC1"
"5560","FNDC10"
"5561","FNDC11"
"5562","FNDC3A"
"5563","FNDC3B"
"5564","FNDC4"
"5565","FNDC5"
"5566","FNDC7"
"5567","FNDC8"
"5568","FNDC9"
"5569","FNIP1"
"5570","FNIP2"
"5571","FNTA"
"5572","FOCAD"
"5573","FOLH1"
"5574","FOLR1"
"5575","FOLR2"
"5576","FOLR3"
"5577","FOPNL"
"5578","FOS"
"5579","FOSB"
"5580","FOSL1"
"5581","FOSL2"
"5582","FOXA1"
"5583","FOXA2"
"5584","FOXA3"
"5585","FOXB1"
"5586","FOXB2"
"5587","FOXC1"
"5588","FOXC2"
"5589","FOXD1"
"5590","FOXD2"
"5591","FOXD3"
"5592","FOXD4,FOXD4L1,FOXD4L3,FOXD4L6"
"5593","FOXD4L5"
"5594","FOXE1"
"5595","FOXE3"
"5596","FOXF1"
"5597","FOXF2"
"5598","FOXG1"
"5599","FOXH1,KIFC2"
"5600","FOXI1"
"5601","FOXI2"
"5602","FOXI3"
"5603","FOXJ1"
"5604","FOXJ2"
"5605","FOXJ3"
"5606","FOXK1"
"5607","FOXK2"
"5608","FOXL1"
"5609","FOXL2"
"5610","FOXL2NB"
"5611","FOXM1"
"5612","FOXN1"
"5613","FOXN2"
"5614","FOXN3"
"5615","FOXN4"
"5616","FOXO1"
"5617","FOXO3,FOXO3B"
"5618","FOXO4"
"5619","FOXO6"
"5620","FOXP1"
"5621","FOXP2"
"5622","FOXP3"
"5623","FOXP4"
"5624","FOXQ1"
"5625","FOXR1"
"5626","FOXR2"
"5627","FOXRED1"
"5628","FOXRED2"
"5629","FOXS1"
"5630","FPGS"
"5631","FPGT-TNNI3K,FPGT"
"5632","FPR1"
"5633","FPR2"
"5634","FPR3"
"5635","FRA10AC1"
"5636","FRAS1"
"5637","FRAT1"
"5638","FRAT2"
"5639","FREM1"
"5640","FREM2"
"5641","FREM3"
"5642","FRG1"
"5643","FRG2C,FRG2,FRG2B"
"5644","FRK"
"5645","FRMD1"
"5646","FRMD3"
"5647","FRMD4A"
"5648","FRMD4B"
"5649","FRMD5"
"5650","FRMD6"
"5651","FRMD7"
"5652","FRMD8"
"5653","FRMPD1"
"5654","FRMPD2"
"5655","FRMPD3"
"5656","FRMPD4"
"5657","FRRS1"
"5658","FRRS1L"
"5659","FRS2"
"5660","FRS3"
"5661","FRY"
"5662","FRYL"
"5663","FRZB"
"5664","FSBP,RAD54B"
"5665","FSCB"
"5666","FSCN1"
"5667","FSCN2"
"5668","FSCN3"
"5669","FSD1"
"5670","FSD1L"
"5671","FSD2"
"5672","FSHB"
"5673","FSHR"
"5674","FSIP1"
"5675","FSIP2"
"5676","FST"
"5677","FSTL1"
"5678","FSTL3"
"5679","FSTL4"
"5680","FSTL5"
"5681","FTCD"
"5682","FTCDNL1"
"5683","FTH1,FTH1P3,BEST1"
"5684","FTHL17"
"5685","FTMT"
"5686","FTO"
"5687","FTSJ1"
"5688","FTSJ3"
"5689","FUBP1"
"5690","FUBP3"
"5691","FUCA1"
"5692","FUCA2"
"5693","FUNDC1"
"5694","FUNDC2"
"5695","FUOM"
"5696","FURIN"
"5697","FUS"
"5698","FUT1"
"5699","FUT10"
"5700","FUT11"
"5701","FUT2"
"5702","FUT3"
"5703","FUT4"
"5704","FUT5"
"5705","FUT6"
"5706","FUT7"
"5707","FUT8"
"5708","FUT9"
"5709","FUZ"
"5710","FXN"
"5711","FXR1"
"5712","FXR2"
"5713","FXYD1"
"5714","FXYD2,FXYD6-FXYD2"
"5715","FXYD3"
"5716","FXYD4"
"5717","FXYD5"
"5718","FXYD6"
"5719","FXYD7"
"5720","FYB1"
"5721","FYB2"
"5722","FYCO1"
"5723","FYN"
"5724","FYTTD1"
"5725","FZD1"
"5726","FZD10"
"5727","FZD2"
"5728","FZD3"
"5729","FZD4"
"5730","FZD5"
"5731","FZD6"
"5732","FZD7"
"5733","FZD8"
"5734","FZD9"
"5735","FZR1"
"5736","G0S2"
"5737","G2E3"
"5738","G3BP1"
"5739","G3BP2"
"5740","G6PC"
"5741","G6PC2"
"5742","G6PC3"
"5743","G6PD"
"5744","GAA"
"5745","GAB1"
"5746","GAB2"
"5747","GAB3"
"5748","GAB4"
"5749","GABARAP"
"5750","GABARAPL2"
"5751","GABARAPL3,GABARAPL1"
"5752","GABBR1"
"5753","GABBR2"
"5754","GABPA"
"5755","GABPB1"
"5756","GABPB2"
"5757","GABRA1"
"5758","GABRA2"
"5759","GABRA3"
"5760","GABRA4"
"5761","GABRA5"
"5762","GABRA6"
"5763","GABRB1"
"5764","GABRB2"
"5765","GABRB3"
"5766","GABRD"
"5767","GABRE"
"5768","GABRG1"
"5769","GABRG2"
"5770","GABRG3"
"5771","GABRP"
"5772","GABRQ"
"5773","GABRR1"
"5774","GABRR2"
"5775","GABRR3"
"5776","GAD1"
"5777","GAD2"
"5778","GADD45A"
"5779","GADD45B"
"5780","GADD45G"
"5781","GADD45GIP1"
"5782","GADL1"
"5783","GAGE2C,GAGE8,GAGE1,GAGE12G,GAGE2A,GAGE4,GAGE6,GAGE12F,GAGE2B,GAGE12J,GAGE12H,GAGE12I,GAGE12E,GAGE2D,GAGE10,GAGE13,GAGE12D,GAGE5,GAGE12B,GAGE12C,GAGE2E,GAGE7"
"5784","GAK"
"5785","GAL"
"5786","GAL3ST1"
"5787","GAL3ST2"
"5788","GAL3ST3"
"5789","GAL3ST4"
"5790","GALC"
"5791","GALE"
"5792","GALK1"
"5793","GALK2"
"5794","GALM"
"5795","GALNS"
"5796","GALNT1"
"5797","GALNT10"
"5798","GALNT11"
"5799","GALNT12"
"5800","GALNT13"
"5801","GALNT14"
"5802","GALNT15"
"5803","GALNT16"
"5804","GALNT17"
"5805","GALNT18"
"5806","GALNT2"
"5807","GALNT3"
"5808","GALNT5"
"5809","GALNT6"
"5810","GALNT7"
"5811","GALNT8"
"5812","GALNT9"
"5813","GALNTL5"
"5814","GALNTL6"
"5815","GALP"
"5816","GALR1"
"5817","GALR2"
"5818","GALR3"
"5819","GALT"
"5820","GAMT"
"5821","GAN"
"5822","GANAB"
"5823","GANC"
"5824","GAP43"
"5825","GAPDHS"
"5826","GAPT"
"5827","GAPVD1"
"5828","GAR1"
"5829","GAREM1"
"5830","GAREM2"
"5831","GARNL3"
"5832","GARS1,GARS"
"5833","GART"
"5834","GAS1"
"5835","GAS2"
"5836","GAS2L1"
"5837","GAS2L2"
"5838","GAS2L3"
"5839","GAS6"
"5840","GAS7"
"5841","GAS8"
"5842","GASK1A"
"5843","GASK1B"
"5844","GAST"
"5845","GATA1"
"5846","GATA2"
"5847","GATA3"
"5848","GATA4"
"5849","GATA5"
"5850","GATA6"
"5851","GATAD1"
"5852","GATAD2A"
"5853","GATAD2B"
"5854","GATB"
"5855","GATC"
"5856","GATD1"
"5857","GATD3B,GATD3A"
"5858","GATM"
"5859","GBA"
"5860","GBA2"
"5861","GBA3"
"5862","GBE1"
"5863","GBF1"
"5864","GBGT1"
"5865","GBP1"
"5866","GBP2"
"5867","GBP3"
"5868","GBP4"
"5869","GBP5"
"5870","GBP6"
"5871","GBP7"
"5872","GBX1"
"5873","GBX2"
"5874","GC"
"5875","GCA"
"5876","GCAT"
"5877","GCC1"
"5878","GCDH"
"5879","GCFC2"
"5880","GCG"
"5881","GCGR"
"5882","GCH1"
"5883","GCK"
"5884","GCKR"
"5885","GCLC"
"5886","GCLM"
"5887","GCM1"
"5888","GCM2"
"5889","GCN1"
"5890","GCNA"
"5891","GCNT1"
"5892","GCNT2"
"5893","GCNT3"
"5894","GCNT4"
"5895","GCNT7"
"5896","GCSAM"
"5897","GCSAML"
"5898","GCSH"
"5899","GDA"
"5900","GDAP1"
"5901","GDAP1L1"
"5902","GDAP2"
"5903","GDE1"
"5904","GDF1,CERS1"
"5905","GDF10"
"5906","GDF11"
"5907","GDF15"
"5908","GDF2"
"5909","GDF3"
"5910","GDF5"
"5911","GDF6"
"5912","GDF7"
"5913","GDF9"
"5914","GDI1"
"5915","GDNF"
"5916","GDPD1"
"5917","GDPD2"
"5918","GDPD3"
"5919","GDPD4"
"5920","GDPD5"
"5921","GDPGP1"
"5922","GEM"
"5923","GEMIN2"
"5924","GEMIN4"
"5925","GEMIN5"
"5926","GEMIN6"
"5927","GEMIN7"
"5928","GEMIN8"
"5929","GEN1"
"5930","GET3"
"5931","GET4"
"5932","GFAP"
"5933","GFER"
"5934","GFI1"
"5935","GFI1B"
"5936","GFM1"
"5937","GFM2"
"5938","GFOD1"
"5939","GFOD2"
"5940","GFPT1"
"5941","GFPT2"
"5942","GFRA1"
"5943","GFRA2"
"5944","GFRA3"
"5945","GFRA4"
"5946","GFRAL"
"5947","GFY"
"5948","GGA1"
"5949","GGA2"
"5950","GGA3"
"5951","GGACT"
"5952","GGCT"
"5953","GGCX"
"5954","GGH"
"5955","GGN"
"5956","GGNBP2"
"5957","GGPS1"
"5958","GGT6"
"5959","GGT7"
"5960","GGTLC1,GGTLC2,GGT1"
"5961","GH1,GH2"
"5962","GHDC"
"5963","GHITM"
"5964","GHR"
"5965","GHRH"
"5966","GHRHR"
"5967","GHRL"
"5968","GHSR"
"5969","GID4"
"5970","GID8"
"5971","GIGYF1"
"5972","GIGYF2"
"5973","GIMAP1"
"5974","GIMAP1-GIMAP5,GIMAP5"
"5975","GIMAP2"
"5976","GIMAP4"
"5977","GIMAP6"
"5978","GIMAP7"
"5979","GIMAP8"
"5980","GIMD1"
"5981","GIN1"
"5982","GINM1"
"5983","GINS1"
"5984","GINS2"
"5985","GINS3"
"5986","GINS4"
"5987","GIP"
"5988","GIPC1"
"5989","GIPC2"
"5990","GIPC3"
"5991","GIPR"
"5992","GIT1"
"5993","GIT2"
"5994","GJA1"
"5995","GJA10"
"5996","GJA3"
"5997","GJA4"
"5998","GJA5"
"5999","GJA8"
"6000","GJA9-MYCBP,GJA9"
"6001","GJB1"
"6002","GJB2"
"6003","GJB3"
"6004","GJB4"
"6005","GJB5"
"6006","GJB6"
"6007","GJB7"
"6008","GJC1"
"6009","GJC2"
"6010","GJC3"
"6011","GJD2"
"6012","GJD3"
"6013","GJD4"
"6014","GJE1"
"6015","GK"
"6016","GK2"
"6017","GK5"
"6018","GKAP1"
"6019","GKN1"
"6020","GKN2"
"6021","GLA"
"6022","GLB1"
"6023","GLB1L"
"6024","GLB1L2"
"6025","GLB1L3"
"6026","GLCCI1"
"6027","GLCE"
"6028","GLDC"
"6029","GLDN"
"6030","GLE1"
"6031","GLG1"
"6032","GLI2"
"6033","GLI3"
"6034","GLI4"
"6035","GLIPR1"
"6036","GLIPR1L1"
"6037","GLIPR1L2"
"6038","GLIPR2"
"6039","GLIS1"
"6040","GLIS2"
"6041","GLIS3"
"6042","GLMN"
"6043","GLMP"
"6044","GLO1"
"6045","GLOD4"
"6046","GLOD5"
"6047","GLP1R"
"6048","GLP2R"
"6049","GLRA1"
"6050","GLRA2"
"6051","GLRA3"
"6052","GLRA4"
"6053","GLRB"
"6054","GLRX"
"6055","GLRX2"
"6056","GLRX3"
"6057","GLRX5"
"6058","GLS"
"6059","GLS2,SPRYD4"
"6060","GLT1D1"
"6061","GLT6D1"
"6062","GLT8D1"
"6063","GLT8D2"
"6064","GLTP"
"6065","GLTPD2"
"6066","GLUD1,GLUD2"
"6067","GLUL"
"6068","GLYAT"
"6069","GLYATL1"
"6070","GLYATL2"
"6071","GLYATL3"
"6072","GLYCTK"
"6073","GLYR1"
"6074","GM2A"
"6075","GMCL1"
"6076","GMDS"
"6077","GMEB1"
"6078","GMEB2"
"6079","GMFB"
"6080","GMFG"
"6081","GMIP"
"6082","GML"
"6083","GMNC"
"6084","GMNN"
"6085","GMPPA"
"6086","GMPPB"
"6087","GMPR"
"6088","GMPR2"
"6089","GMPS"
"6090","GNA11"
"6091","GNA12"
"6092","GNA13"
"6093","GNA14"
"6094","GNA15"
"6095","GNAI1"
"6096","GNAI2"
"6097","GNAI3"
"6098","GNAL"
"6099","GNAO1"
"6100","GNAQ"
"6101","GNAS"
"6102","GNAT1"
"6103","GNAT2"
"6104","GNAT3"
"6105","GNAZ"
"6106","GNB1"
"6107","GNB1L"
"6108","GNB2"
"6109","GNB3"
"6110","GNB4"
"6111","GNB5"
"6112","GNE"
"6113","GNG11"
"6114","GNG12"
"6115","GNG13"
"6116","GNG14"
"6117","GNG2"
"6118","GNG3"
"6119","GNG4"
"6120","GNG5"
"6121","GNG7"
"6122","GNG8"
"6123","GNGT1"
"6124","GNGT2"
"6125","GNL1"
"6126","GNL2"
"6127","GNL3"
"6128","GNL3L"
"6129","GNLY"
"6130","GNPAT"
"6131","GNPDA1"
"6132","GNPDA2"
"6133","GNPNAT1"
"6134","GNPTAB"
"6135","GNRH1"
"6136","GNRH2"
"6137","GNRHR"
"6138","GNS"
"6139","GOLGA1"
"6140","GOLGA2"
"6141","GOLGA3"
"6142","GOLGA4"
"6143","GOLGA5"
"6144","GOLGA6B,GOLGA6D,LOC645752,GOLGA6A,LOC441728,GOLGA6C"
"6145","GOLGA6L19,GOLGA6L3,LOC102724117,GOLGA6L10,GOLGA6L4,GOLGA6L9,LOC102724093,GOLGA6L17P,GOLGA6L5P"
"6146","GOLGA6L2"
"6147","GOLGA7"
"6148","GOLGA7B"
"6149","GOLGA8EP,GOLGA8CP,GOLGA8F,GOLGA8G,GOLGA8DP"
"6150","GOLGA8J,GOLGA8M,GOLGA8T,GOLGA8K,GOLGA8IP,GOLGA8H"
"6151","GOLGA8N,GOLGA8J,GOLGA8O,GOLGA8M,GOLGA8K,GOLGA8H,GOLGA8S"
"6152","GOLGA8O,GOLGA8N,GOLGA8R,GOLGA8Q"
"6153","GOLGB1"
"6154","GOLIM4"
"6155","GOLM1"
"6156","GOLPH3"
"6157","GOLPH3L"
"6158","GOLT1A"
"6159","GOLT1B"
"6160","GON7"
"6161","GOPC"
"6162","GORAB"
"6163","GORASP1"
"6164","GORASP2"
"6165","GOSR1"
"6166","GOSR2"
"6167","GOT1"
"6168","GOT1L1"
"6169","GOT2"
"6170","GP1BA"
"6171","GP2"
"6172","GP5"
"6173","GP6"
"6174","GP9"
"6175","GPA33"
"6176","GPAA1"
"6177","GPALPP1"
"6178","GPAM"
"6179","GPANK1"
"6180","GPAT2"
"6181","GPAT3"
"6182","GPAT4"
"6183","GPATCH1"
"6184","GPATCH11"
"6185","GPATCH2"
"6186","GPATCH2L"
"6187","GPATCH3"
"6188","GPATCH4"
"6189","GPATCH8"
"6190","GPBAR1"
"6191","GPBP1"
"6192","GPBP1L1"
"6193","GPC1"
"6194","GPC2"
"6195","GPC3"
"6196","GPC4"
"6197","GPC5"
"6198","GPC6"
"6199","GPCPD1"
"6200","GPD1"
"6201","GPD1L"
"6202","GPD2"
"6203","GPER1"
"6204","GPHA2"
"6205","GPHB5"
"6206","GPHN"
"6207","GPI"
"6208","GPIHBP1"
"6209","GPKOW"
"6210","GPM6A"
"6211","GPM6B"
"6212","GPN1"
"6213","GPN2"
"6214","GPN3"
"6215","GPNMB"
"6216","GPR1"
"6217","GPR101"
"6218","GPR107"
"6219","GPR108"
"6220","GPR119"
"6221","GPR12"
"6222","GPR132"
"6223","GPR135"
"6224","GPR137"
"6225","GPR137B"
"6226","GPR137C"
"6227","GPR139"
"6228","GPR141"
"6229","GPR142"
"6230","GPR143"
"6231","GPR146"
"6232","GPR148"
"6233","GPR149"
"6234","GPR15"
"6235","GPR150"
"6236","GPR151"
"6237","GPR152"
"6238","GPR153"
"6239","GPR155"
"6240","GPR156"
"6241","GPR157"
"6242","GPR158"
"6243","GPR160"
"6244","GPR161"
"6245","GPR162"
"6246","GPR17"
"6247","GPR171"
"6248","GPR173"
"6249","GPR174"
"6250","GPR176"
"6251","GPR179"
"6252","GPR18"
"6253","GPR180"
"6254","GPR182"
"6255","GPR183"
"6256","GPR19"
"6257","GPR20"
"6258","GPR21"
"6259","GPR22"
"6260","GPR25"
"6261","GPR26"
"6262","GPR27"
"6263","GPR3"
"6264","GPR31"
"6265","GPR32"
"6266","GPR33"
"6267","GPR34"
"6268","GPR35"
"6269","GPR37"
"6270","GPR37L1"
"6271","GPR39"
"6272","GPR4"
"6273","GPR45"
"6274","GPR50"
"6275","GPR52"
"6276","GPR55"
"6277","GPR6"
"6278","GPR61"
"6279","GPR62"
"6280","GPR63"
"6281","GPR65"
"6282","GPR68"
"6283","GPR75"
"6284","GPR75-ASB3,ASB3"
"6285","GPR78"
"6286","GPR82"
"6287","GPR83"
"6288","GPR84"
"6289","GPR85"
"6290","GPR87"
"6291","GPR88"
"6292","GPR89A,GPR89B"
"6293","GPRASP1"
"6294","GPRASP2,ARMCX5-GPRASP2"
"6295","GPRC5A"
"6296","GPRC5C"
"6297","GPRC5D"
"6298","GPRC6A"
"6299","GPRIN1"
"6300","GPRIN2"
"6301","GPRIN3"
"6302","GPS1"
"6303","GPS2"
"6304","GPSM1"
"6305","GPSM2"
"6306","GPSM3"
"6307","GPT"
"6308","GPT2"
"6309","GPX1"
"6310","GPX2"
"6311","GPX3"
"6312","GPX4"
"6313","GPX5"
"6314","GPX6"
"6315","GPX7"
"6316","GPX8"
"6317","GRAMD1A"
"6318","GRAMD1B"
"6319","GRAMD1C"
"6320","GRAMD2A"
"6321","GRAMD2B"
"6322","GRAMD4"
"6323","GRAP2"
"6324","GRAPL"
"6325","GRASP"
"6326","GRB10"
"6327","GRB14"
"6328","GRB2"
"6329","GRB7"
"6330","GREB1"
"6331","GREB1L"
"6332","GREM1"
"6333","GREM2"
"6334","GRHL1"
"6335","GRHL2"
"6336","GRHL3"
"6337","GRIA1"
"6338","GRIA2"
"6339","GRIA4"
"6340","GRID1"
"6341","GRID2"
"6342","GRID2IP"
"6343","GRIFIN"
"6344","GRIK1"
"6345","GRIK2"
"6346","GRIK3"
"6347","GRIK4"
"6348","GRIK5"
"6349","GRIN1"
"6350","GRIN2A"
"6351","GRIN2B"
"6352","GRIN2C"
"6353","GRIN2D"
"6354","GRIN3A"
"6355","GRIN3B"
"6356","GRINA"
"6357","GRIP1"
"6358","GRIP2"
"6359","GRIPAP1"
"6360","GRK1"
"6361","GRK2"
"6362","GRK3"
"6363","GRK4"
"6364","GRK5"
"6365","GRK6"
"6366","GRK7"
"6367","GRM1"
"6368","GRM2"
"6369","GRM3"
"6370","GRM4"
"6371","GRM5"
"6372","GRM6"
"6373","GRM7"
"6374","GRM8"
"6375","GRN"
"6376","GRP"
"6377","GRPEL1"
"6378","GRPEL2"
"6379","GRPR"
"6380","GRSF1"
"6381","GRTP1"
"6382","GRWD1"
"6383","GRXCR1"
"6384","GRXCR2"
"6385","GSAP"
"6386","GSC"
"6387","GSC2"
"6388","GSDMA"
"6389","GSDMB"
"6390","GSDMC"
"6391","GSDMD"
"6392","GSDME"
"6393","GSE1"
"6394","GSG1"
"6395","GSG1L"
"6396","GSG1L2"
"6397","GSK3A"
"6398","GSK3B"
"6399","GSKIP"
"6400","GSN"
"6401","GSPT1"
"6402","GSPT2"
"6403","GSR"
"6404","GSS"
"6405","GSTA1,GSTA2"
"6406","GSTA1,GSTA5"
"6407","GSTA3"
"6408","GSTA4"
"6409","GSTCD"
"6410","GSTK1"
"6411","GSTM1"
"6412","GSTM2"
"6413","GSTM3"
"6414","GSTM4"
"6415","GSTM5"
"6416","GSTO1"
"6417","GSTO2"
"6418","GSTP1"
"6419","GSTT1"
"6420","GSTT2,GSTT2B"
"6421","GSTZ1"
"6422","GSX1"
"6423","GSX2"
"6424","GTDC1"
"6425","GTF2A1"
"6426","GTF2A2"
"6427","GTF2B"
"6428","GTF2E1"
"6429","GTF2E2"
"6430","GTF2F1"
"6431","GTF2F2"
"6432","GTF2H1"
"6433","GTF2H2C,GTF2H2B,GTF2H2C_2,GTF2H2"
"6434","GTF2H3"
"6435","GTF2H4"
"6436","GTF2H5"
"6437","GTF2I"
"6438","GTF2IRD1"
